musteri_id,yas,yas_grubu,sehir,segment,urun_tipi,kanal,musteri_suresi_yil,son_islem_gun,musteri_durumu,churn_riski_pct,bakiye_tl,bakiye_degisim_pct
MUS0458,63,51+,Ankara,KOBİ,İhtiyaç Kredisi,Mobil,12,12,Aktif,-8,46042.63,-25.8
MUS0459,65,51+,Ankara,Özel Bankacılık,İhtiyaç Kredisi,ATM,5,13,Aktif,2,40216.73,-28.8
MUS0460,32,22-35,İzmir,KOBİ,Kredi Kartı,İnternet,9,29,Risk Altında,34,11393.11,5.5
MUS0461,68,51+,İstanbul,Bireysel,Konut Kredisi,Şube,11,1,Aktif,1,26499.52,-14.2
MUS0462,57,51+,Bursa,Bireysel,Konut Kredisi,ATM,2,17,Aktif,28,2835.03,-22.6
MUS0463,61,51+,Bursa,Bireysel,Konut Kredisi,Mobil,14,2,Aktif,8,41826.32,7.3
MUS0464,57,51+,Ankara,KOBİ,İhtiyaç Kredisi,ATM,8,9,Aktif,-8,401.13,-1.0
MUS0465,53,51+,İzmir,Bireysel,Konut Kredisi,Şube,6,3,Aktif,9,44506.52,-17.3
MUS0466,50,36-50,Antalya,KOBİ,İhtiyaç Kredisi,Şube,6,12,Aktif,18,39423.49,8.3
MUS0467,32,22-35,Bursa,KOBİ,Konut Kredisi,Şube,1,115,Pasif,65,10217.39,-15.6
MUS0468,65,51+,Konya,Özel Bankacılık,Konut Kredisi,İnternet,12,10,Aktif,1,21783.43,-25.6
MUS0469,63,51+,Antalya,KOBİ,Vadesiz Mevduat,Şube,10,9,Aktif,6,35344.95,-4.9
MUS0470,68,51+,İstanbul,KOBİ,Vadesiz Mevduat,İnternet,2,2,Aktif,21,25337.67,-8.3
MUS0471,56,51+,Adana,Bireysel,Kredi Kartı,İnternet,8,10,Aktif,23,2363.47,-10.0
MUS0472,27,22-35,İstanbul,KOBİ,Konut Kredisi,Şube,7,17,Aktif,25,2720.39,-23.6
MUS0473,58,51+,Konya,Bireysel,Kredi Kartı,ATM,10,16,Aktif,12,7746.24,-19.4
MUS0474,36,36-50,Adana,Özel Bankacılık,Kredi Kartı,İnternet,1,22,Risk Altında,44,-2805.24,-4.1
MUS0475,28,22-35,Antalya,KOBİ,İhtiyaç Kredisi,ATM,12,19,Aktif,27,4561.74,-3.9
MUS0476,45,36-50,Antalya,Bireysel,Vadesiz Mevduat,İnternet,10,13,Aktif,6,14409.39,4.7
MUS0477,53,51+,İstanbul,Özel Bankacılık,Yatırım Hesabı,Şube,13,8,Aktif,5,-760.15,-4.3
MUS0478,35,22-35,İzmir,KOBİ,Kredi Kartı,ATM,3,8,Aktif,28,17803.75,-16.8
MUS0479,29,22-35,Konya,KOBİ,Yatırım Hesabı,Şube,8,14,Aktif,25,-3765.47,-28.3
MUS0480,58,51+,İzmir,KOBİ,Kredi Kartı,Mobil,10,2,Aktif,9,4148.78,6.9
MUS0481,55,51+,İstanbul,Bireysel,İhtiyaç Kredisi,ATM,7,15,Aktif,-4,28358.92,-11.1
MUS0482,52,51+,Gaziantep,KOBİ,Kredi Kartı,Şube,3,17,Aktif,20,9548.64,-1.0
MUS0483,43,36-50,Ankara,Özel Bankacılık,Yatırım Hesabı,Şube,15,5,Aktif,12,971.36,-21.9
MUS0484,54,51+,İzmir,Bireysel,Yatırım Hesabı,Mobil,11,2,Aktif,5,43276.4,-8.7
MUS0485,29,22-35,İzmir,KOBİ,Yatırım Hesabı,Mobil,2,47,Risk Altında,55,23712.43,-15.2
MUS0486,24,22-35,Gaziantep,Özel Bankacılık,İhtiyaç Kredisi,Şube,12,42,Risk Altında,32,27397.64,-0.3
MUS0487,66,51+,Gaziantep,Özel Bankacılık,Vadesiz Mevduat,Şube,10,8,Aktif,15,45054.69,-26.6
MUS0488,60,51+,Gaziantep,Bireysel,İhtiyaç Kredisi,ATM,15,1,Aktif,-10,26789.29,-25.3
MUS0489,22,22-35,Adana,Özel Bankacılık,Kredi Kartı,İnternet,7,5,Aktif,28,18433.94,-6.6
MUS0490,38,36-50,Gaziantep,KOBİ,İhtiyaç Kredisi,ATM,14,13,Aktif,-2,36523.45,-13.5
MUS0491,57,51+,Adana,Özel Bankacılık,Kredi Kartı,İnternet,8,19,Aktif,14,13939.6,-1.8
MUS0492,30,22-35,Bursa,KOBİ,Vadesiz Mevduat,İnternet,14,4,Aktif,15,6795.2,-14.0
MUS0493,43,36-50,İstanbul,Özel Bankacılık,İhtiyaç Kredisi,Şube,13,1,Aktif,20,39240.31,2.9
MUS0494,52,51+,Gaziantep,Bireysel,İhtiyaç Kredisi,Mobil,15,8,Aktif,-2,15395.93,-5.6
MUS0495,68,51+,Antalya,Bireysel,Yatırım Hesabı,Mobil,7,16,Aktif,10,19143.46,-21.9
MUS0496,64,51+,Antalya,Bireysel,İhtiyaç Kredisi,Şube,15,17,Aktif,19,23369.75,-20.7
MUS0497,32,22-35,Adana,KOBİ,Vadesiz Mevduat,Şube,11,6,Aktif,20,-223.65,-19.0
MUS0498,47,36-50,Gaziantep,KOBİ,Yatırım Hesabı,Şube,6,3,Aktif,0,45554.76,-8.0
MUS0499,68,51+,Adana,Özel Bankacılık,İhtiyaç Kredisi,ATM,14,7,Aktif,-3,20011.75,-13.8
MUS0500,22,22-35,Gaziantep,KOBİ,Kredi Kartı,Mobil,5,17,Aktif,27,11183.85,7.9
