basvuru_id,kanal,urun_tipi,il,ay,yas,aylik_gelir_tl,talep_tutar_tl,kredi_skoru,basvuru,degerlendirme,onay,kullanim,son_asama,red_nedeni,degerlendirme_sure_gun,onay_sure_gun,toplam_sure_gun
BAS01233,İnternet,Taşıt Kredisi,Bursa,2024-03,34,12599,291473,472,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.5,,2.9
BAS01234,Şube,İhtiyaç Kredisi,Bursa,2024-02,46,35818,138464,691,1,1,1,1,Kullanım,,1.5,0.3,1.9
BAS01235,Mobil,Konut Kredisi,Gaziantep,2024-08,44,38317,1902618,643,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.4,,1.6
BAS01236,İnternet,Konut Kredisi,Ankara,2024-10,54,23757,1711594,576,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.7,,1.9
BAS01237,Şube,Taşıt Kredisi,Konya,2024-08,23,41199,253314,474,1,1,0,0,Değerlendirme,Yaş Sınırı,1.6,,1.9
BAS01238,Şube,İhtiyaç Kredisi,Konya,2024-09,48,40163,117956,712,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.4,,1.8
BAS01239,Şube,İhtiyaç Kredisi,Konya,2024-12,25,12244,38672,407,1,1,1,0,Onaylandı,,2.2,0.8,3.4
BAS01240,Şube,İşletme Kredisi,Bursa,2024-09,55,28949,420741,596,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.2,,2.5
BAS01241,İnternet,İhtiyaç Kredisi,İzmir,2024-04,24,26405,26419,437,1,1,1,1,Kullanım,,2.7,1.0,3.9
BAS01242,Mobil,İşletme Kredisi,Bursa,2024-02,27,8000,452105,384,1,0,0,0,Başvuru,,,,0.4
BAS01243,Şube,İhtiyaç Kredisi,İzmir,2024-10,29,33720,123296,483,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.2,,1.4
BAS01244,Mobil,Konut Kredisi,Gaziantep,2024-01,37,29314,1917158,514,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.8,,2.3
BAS01245,Mobil,İhtiyaç Kredisi,Adana,2024-11,29,50782,10000,718,1,1,1,1,Kullanım,,1.6,0.8,2.6
BAS01246,Mobil,Taşıt Kredisi,Bursa,2024-06,56,22275,321675,741,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.7,,1.8
BAS01247,Çağrı Merkezi,Konut Kredisi,Ankara,2024-10,24,39409,1698416,509,1,0,0,0,Başvuru,,,,0.3
BAS01248,Mobil,İhtiyaç Kredisi,Antalya,2024-01,55,35957,116667,831,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.6,,2.9
BAS01249,Mobil,İhtiyaç Kredisi,İzmir,2024-10,43,34442,180880,571,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.8,,2.1
BAS01250,Şube,Konut Kredisi,Antalya,2024-07,31,48048,1722187,686,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.5,,1.8
BAS01251,İnternet,İhtiyaç Kredisi,Konya,2024-09,25,8000,113635,402,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.6,,2.1
BAS01252,İnternet,İhtiyaç Kredisi,İzmir,2024-09,57,43910,112180,757,1,1,1,0,Onaylandı,,2.2,1.3,3.8
BAS01253,Şube,İhtiyaç Kredisi,İzmir,2024-10,47,42337,65477,485,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,0.7,,1.2
BAS01254,Mobil,İhtiyaç Kredisi,Konya,2024-09,43,43954,295748,594,1,1,0,0,Değerlendirme,Eksik Belge,2.2,,2.3
BAS01255,Mobil,İşletme Kredisi,Gaziantep,2024-01,48,18095,403830,704,1,1,1,1,Kullanım,,1.6,1.2,3.2
BAS01256,Mobil,Konut Kredisi,Ankara,2024-05,40,29996,1919564,509,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.9,,2.1
BAS01257,Şube,Konut Kredisi,Gaziantep,2024-09,34,36361,1851160,593,1,1,1,1,Kullanım,,1.1,0.5,1.8
BAS01258,Mobil,Taşıt Kredisi,Antalya,2024-01,21,17452,343670,309,1,1,1,1,Kullanım,,1.9,1.0,3.1
BAS01259,Şube,Taşıt Kredisi,Antalya,2024-02,44,49523,235637,604,1,1,1,1,Kullanım,,1.4,0.5,2.4
BAS01260,Şube,Taşıt Kredisi,Adana,2024-08,45,8000,327642,613,1,1,1,1,Kullanım,,1.1,0.5,1.7
BAS01261,Mobil,Konut Kredisi,İstanbul,2024-06,30,15646,1900664,417,1,0,0,0,Başvuru,,,,0.3
BAS01262,Mobil,Taşıt Kredisi,İzmir,2024-06,28,43310,433763,667,1,1,1,1,Kullanım,,2.1,1.0,3.4
BAS01263,İnternet,İhtiyaç Kredisi,İstanbul,2024-01,33,27649,166449,490,1,0,0,0,Başvuru,,,,0.4
BAS01264,Çağrı Merkezi,İşletme Kredisi,Gaziantep,2024-03,50,47383,528402,742,1,0,0,0,Başvuru,,,,0.1
BAS01265,Mobil,İhtiyaç Kredisi,Ankara,2024-03,24,20559,10000,401,1,1,1,1,Kullanım,,1.8,0.7,3.0
BAS01266,Mobil,İhtiyaç Kredisi,İzmir,2024-01,56,19274,97615,605,1,0,0,0,Başvuru,,,,0.3
BAS01267,Şube,İhtiyaç Kredisi,Antalya,2024-01,37,21242,60590,572,1,1,1,1,Kullanım,,1.7,0.8,2.8
BAS01268,Mobil,Taşıt Kredisi,Adana,2024-08,26,19457,210435,410,1,0,0,0,Başvuru,,,,0.2
BAS01269,Mobil,Taşıt Kredisi,Ankara,2024-02,52,37701,355342,627,1,0,0,0,Başvuru,,,,0.3
BAS01270,Mobil,İhtiyaç Kredisi,Adana,2024-12,49,18999,97533,488,1,1,1,1,Kullanım,,1.6,1.5,3.3
BAS01271,Mobil,Konut Kredisi,Gaziantep,2024-07,44,14522,1806409,452,1,1,1,1,Kullanım,,1.8,0.8,2.8
BAS01272,Şube,İhtiyaç Kredisi,Adana,2024-11,60,37737,188631,692,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.8,,2.0
BAS01273,Mobil,İhtiyaç Kredisi,İstanbul,2024-11,48,29545,56913,526,1,0,0,0,Başvuru,,,,0.5
BAS01274,Şube,Taşıt Kredisi,Antalya,2024-11,29,32142,418414,486,1,1,1,1,Kullanım,,1.5,0.0,1.8
BAS01275,Mobil,Konut Kredisi,Gaziantep,2024-08,29,28297,2004822,620,1,1,0,0,Değerlendirme,Yaş Sınırı,0.9,,1.0
BAS01276,Şube,İhtiyaç Kredisi,Adana,2024-12,35,20148,10000,564,1,1,1,1,Kullanım,,1.7,0.6,2.5
BAS01277,İnternet,Konut Kredisi,İzmir,2024-10,33,36863,1801608,647,1,0,0,0,Başvuru,,,,0.1
BAS01278,Şube,İşletme Kredisi,Bursa,2024-10,27,20639,380426,435,1,1,1,1,Kullanım,,0.4,0.3,1.1
BAS01279,Şube,Konut Kredisi,İstanbul,2024-08,25,26488,1838356,457,1,1,1,1,Kullanım,,2.2,0.9,3.3
BAS01280,Mobil,İhtiyaç Kredisi,İzmir,2024-01,49,29104,229631,627,1,1,1,1,Kullanım,,1.5,0.6,2.4
BAS01281,Mobil,Konut Kredisi,Gaziantep,2024-09,52,29566,1704752,636,1,1,1,1,Kullanım,,1.6,0.9,2.7
BAS01282,Mobil,Konut Kredisi,Ankara,2024-09,40,30983,1688807,650,1,0,0,0,Başvuru,,,,0.2
BAS01283,Mobil,Konut Kredisi,Antalya,2024-03,53,41562,1875853,681,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.2,,2.6
BAS01284,Mobil,İşletme Kredisi,Bursa,2024-11,36,25413,441764,505,1,0,0,0,Başvuru,,,,0.2
BAS01285,Şube,Konut Kredisi,Adana,2024-10,31,48502,1679548,569,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.8,,2.1
BAS01286,Şube,İşletme Kredisi,Gaziantep,2024-04,53,29571,464235,562,1,1,1,1,Kullanım,,1.0,0.6,1.8
BAS01287,Şube,Taşıt Kredisi,Ankara,2024-02,27,30783,352950,468,1,1,1,1,Kullanım,,0.9,0.4,1.6
BAS01288,Mobil,Taşıt Kredisi,İzmir,2024-08,42,16924,382055,469,1,1,1,0,Onaylandı,,2.4,0.5,3.3
BAS01289,Şube,İşletme Kredisi,Adana,2024-09,34,28574,500094,388,1,1,1,1,Kullanım,,1.8,0.7,2.9
BAS01290,Şube,Konut Kredisi,İzmir,2024-02,58,48253,1898828,600,1,1,0,0,Değerlendirme,Yaş Sınırı,0.9,,1.1
BAS01291,Şube,Konut Kredisi,İstanbul,2024-05,24,30669,1702610,558,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,1.6,,1.8
BAS01292,Mobil,İhtiyaç Kredisi,Antalya,2024-04,62,44264,298381,622,1,1,1,1,Kullanım,,1.8,0.3,2.6
BAS01293,Şube,İşletme Kredisi,Gaziantep,2024-03,38,19165,454744,342,1,0,0,0,Başvuru,,,,0.2
BAS01294,Mobil,İhtiyaç Kredisi,Gaziantep,2024-08,35,8000,34991,416,1,0,0,0,Başvuru,,,,0.3
BAS01295,Mobil,İhtiyaç Kredisi,Konya,2024-08,24,24201,98182,413,1,1,1,1,Kullanım,,1.7,0.9,2.8
BAS01296,İnternet,Konut Kredisi,Konya,2024-08,62,27959,1817871,626,1,1,1,0,Onaylandı,,2.1,0.8,3.3
BAS01297,Şube,Konut Kredisi,Ankara,2024-05,28,19105,1757191,537,1,1,1,1,Kullanım,,0.4,0.9,1.8
BAS01298,Mobil,İhtiyaç Kredisi,Adana,2024-04,34,39207,47668,478,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.3,,2.6
BAS01299,Mobil,İşletme Kredisi,Konya,2024-03,38,17481,482405,764,1,1,0,0,Değerlendirme,Teminat Yetersiz,2.3,,2.5
BAS01300,Mobil,Konut Kredisi,Adana,2024-01,54,33011,1751535,515,1,1,1,1,Kullanım,,1.7,0.7,2.8
BAS01301,Şube,Taşıt Kredisi,İstanbul,2024-06,52,47181,363630,831,1,1,1,1,Kullanım,,1.6,0.2,2.2
BAS01302,Mobil,Taşıt Kredisi,Adana,2024-09,54,24641,277213,688,1,0,0,0,Başvuru,,,,0.2
BAS01303,Mobil,Konut Kredisi,Antalya,2024-10,29,22954,1742203,540,1,0,0,0,Başvuru,,,,0.4
BAS01304,Mobil,Taşıt Kredisi,Bursa,2024-10,44,43963,537633,562,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.3,,1.7
BAS01305,Mobil,Konut Kredisi,Ankara,2024-05,30,26206,1698810,396,1,1,0,0,Değerlendirme,Eksik Belge,1.5,,1.8
BAS01306,İnternet,İşletme Kredisi,Ankara,2024-01,58,23802,342504,663,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.6,,3.0
BAS01307,İnternet,Konut Kredisi,Konya,2024-08,35,26368,1791601,668,1,0,0,0,Başvuru,,,,0.4
BAS01308,Şube,Taşıt Kredisi,Adana,2024-01,46,53969,441656,751,1,1,1,1,Kullanım,,0.5,0.4,1.1
BAS01309,Çağrı Merkezi,İşletme Kredisi,Gaziantep,2024-06,22,19691,451511,623,1,1,0,0,Değerlendirme,Teminat Yetersiz,2.2,,2.5
BAS01310,Mobil,Konut Kredisi,Bursa,2024-06,61,35003,1807478,823,1,1,1,0,Onaylandı,,1.6,1.3,3.3
BAS01311,Şube,İhtiyaç Kredisi,Adana,2024-06,30,25520,99411,402,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.2,,1.3
BAS01312,Mobil,Taşıt Kredisi,İzmir,2024-10,25,30252,461770,486,1,1,0,0,Değerlendirme,Eksik Belge,1.8,,2.3
BAS01313,İnternet,Taşıt Kredisi,Konya,2024-08,31,37563,443772,459,1,1,1,1,Kullanım,,2.7,0.6,3.5
BAS01314,Mobil,İhtiyaç Kredisi,İstanbul,2024-08,27,14510,164315,503,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.7,,2.0
BAS01315,Şube,İşletme Kredisi,Bursa,2024-11,39,17031,444398,466,1,1,1,0,Onaylandı,,1.7,0.9,2.9
BAS01316,İnternet,İhtiyaç Kredisi,Adana,2024-02,58,51042,10000,724,1,1,0,0,Değerlendirme,Yaş Sınırı,2.3,,2.4
BAS01317,Mobil,Konut Kredisi,Konya,2024-10,46,8000,1702547,624,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.3,,1.8
BAS01318,Mobil,İhtiyaç Kredisi,İstanbul,2024-01,31,23325,60836,363,1,0,0,0,Başvuru,,,,0.1
BAS01319,Şube,Taşıt Kredisi,Gaziantep,2024-12,50,36510,306213,531,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.1,,1.4
BAS01320,İnternet,İşletme Kredisi,Gaziantep,2024-02,25,30618,482106,464,1,0,0,0,Başvuru,,,,0.2
BAS01321,Çağrı Merkezi,Taşıt Kredisi,Adana,2024-12,26,27613,419275,517,1,0,0,0,Başvuru,,,,0.3
BAS01322,Mobil,İhtiyaç Kredisi,Konya,2024-07,39,26417,205945,556,1,1,1,1,Kullanım,,2.6,0.8,3.9
BAS01323,Mobil,İşletme Kredisi,İstanbul,2024-11,55,38459,367325,727,1,1,1,1,Kullanım,,2.8,0.9,3.9
BAS01324,Şube,Taşıt Kredisi,Ankara,2024-05,46,24379,444892,644,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.0,,1.4
BAS01325,İnternet,Konut Kredisi,Antalya,2024-09,33,8000,1817952,451,1,0,0,0,Başvuru,,,,0.1
BAS01326,Mobil,Konut Kredisi,Gaziantep,2024-09,22,21836,1803816,593,1,1,0,0,Değerlendirme,Eksik Belge,1.8,,2.1
BAS01327,Şube,Taşıt Kredisi,Gaziantep,2024-02,58,23548,373277,585,1,1,1,1,Kullanım,,0.4,1.1,2.0
BAS01328,Şube,İhtiyaç Kredisi,İstanbul,2024-08,62,36594,116443,574,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.1,,1.6
BAS01329,Mobil,İşletme Kredisi,Konya,2024-08,43,46367,461941,509,1,1,1,1,Kullanım,,1.1,1.5,2.9
BAS01330,Şube,İşletme Kredisi,Gaziantep,2024-08,44,51020,535289,606,1,0,0,0,Başvuru,,,,0.4
BAS01331,Mobil,İhtiyaç Kredisi,İzmir,2024-04,24,32066,10000,380,1,1,0,0,Değerlendirme,Eksik Belge,1.3,,1.8
BAS01332,Şube,İhtiyaç Kredisi,Ankara,2024-03,45,27996,213925,647,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,0.6,,1.0
BAS01333,Şube,İhtiyaç Kredisi,Adana,2024-03,39,27537,100164,530,1,1,1,1,Kullanım,,1.5,0.4,2.2
BAS01334,Mobil,Taşıt Kredisi,Adana,2024-08,49,45099,418041,721,1,0,0,0,Başvuru,,,,0.1
BAS01335,Mobil,İşletme Kredisi,İstanbul,2024-07,44,36770,526057,572,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,2.8,,3.3
BAS01336,Mobil,Konut Kredisi,İstanbul,2024-05,46,31924,1731441,485,1,0,0,0,Başvuru,,,,0.2
BAS01337,Şube,İşletme Kredisi,Ankara,2024-06,24,38107,498258,507,1,1,1,1,Kullanım,,1.5,0.2,2.0
BAS01338,İnternet,İhtiyaç Kredisi,Bursa,2024-04,33,26065,130417,640,1,0,0,0,Başvuru,,,,0.4
BAS01339,Mobil,İhtiyaç Kredisi,İzmir,2024-08,33,32376,93215,431,1,1,1,1,Kullanım,,2.3,0.8,3.6
BAS01340,Mobil,Taşıt Kredisi,Adana,2024-09,50,37110,417521,603,1,1,0,0,Değerlendirme,Yaş Sınırı,2.0,,2.3
BAS01341,Mobil,Konut Kredisi,İstanbul,2024-05,40,8000,1838340,490,1,0,0,0,Başvuru,,,,0.5
BAS01342,İnternet,İhtiyaç Kredisi,İstanbul,2024-09,54,35146,109922,522,1,1,1,1,Kullanım,,2.8,0.3,3.4
BAS01343,Şube,Konut Kredisi,Adana,2024-09,59,19938,1688972,668,1,1,1,1,Kullanım,,1.1,0.6,2.0
BAS01344,Şube,Taşıt Kredisi,Bursa,2024-01,61,25063,364181,766,1,1,1,1,Kullanım,,1.0,1.0,2.4
BAS01345,Mobil,Konut Kredisi,İzmir,2024-04,25,18772,1832970,580,1,1,1,1,Kullanım,,1.9,0.9,3.1
BAS01346,Şube,Taşıt Kredisi,Ankara,2024-12,22,12069,427553,328,1,0,0,0,Başvuru,,,,0.4
BAS01347,Mobil,Taşıt Kredisi,Adana,2024-11,59,26840,430591,731,1,0,0,0,Başvuru,,,,0.2
BAS01348,Çağrı Merkezi,İşletme Kredisi,Bursa,2024-12,48,31607,485116,581,1,0,0,0,Başvuru,,,,0.4
BAS01349,Şube,Taşıt Kredisi,İzmir,2024-02,43,8000,262433,499,1,1,1,1,Kullanım,,1.3,0.8,2.2
BAS01350,Mobil,Taşıt Kredisi,Konya,2024-11,34,65367,328286,578,1,0,0,0,Başvuru,,,,0.5
BAS01351,İnternet,İhtiyaç Kredisi,Ankara,2024-01,41,33254,197237,520,1,1,1,0,Onaylandı,,1.8,1.0,2.9
BAS01352,Mobil,İşletme Kredisi,Konya,2024-05,29,27085,416596,606,1,1,1,0,Onaylandı,,1.8,0.8,2.8
BAS01353,Mobil,Konut Kredisi,Adana,2024-04,35,42295,1752378,592,1,0,0,0,Başvuru,,,,0.4
BAS01354,Mobil,İhtiyaç Kredisi,Bursa,2024-04,42,16136,173595,480,1,1,0,0,Değerlendirme,Yaş Sınırı,1.2,,1.5
BAS01355,Şube,Konut Kredisi,Ankara,2024-05,22,35636,1906808,484,1,1,0,0,Değerlendirme,Eksik Belge,0.7,,1.0
BAS01356,Şube,Taşıt Kredisi,Antalya,2024-06,42,29327,311081,654,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.5,,1.8
BAS01357,Şube,İşletme Kredisi,Adana,2024-04,22,55274,678679,524,1,1,1,1,Kullanım,,1.5,0.4,2.2
BAS01358,Şube,İhtiyaç Kredisi,Adana,2024-10,53,10032,160313,655,1,1,1,1,Kullanım,,0.1,0.2,0.5
BAS01359,Mobil,İhtiyaç Kredisi,Konya,2024-04,30,54131,10000,569,1,0,0,0,Başvuru,,,,0.5
BAS01360,Şube,İhtiyaç Kredisi,Konya,2024-06,39,53353,104166,612,1,1,0,0,Değerlendirme,Yaş Sınırı,1.1,,1.3
BAS01361,Şube,Taşıt Kredisi,Antalya,2024-02,55,24612,394059,559,1,1,1,1,Kullanım,,1.1,0.3,1.7
BAS01362,Mobil,Konut Kredisi,İzmir,2024-05,56,47845,1970603,632,1,1,0,0,Değerlendirme,Eksik Belge,1.8,,2.0
BAS01363,İnternet,İhtiyaç Kredisi,Konya,2024-04,50,33588,94845,631,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.0,,2.2
BAS01364,Şube,Taşıt Kredisi,Antalya,2024-04,60,47362,202760,754,1,1,0,0,Değerlendirme,Yaş Sınırı,0.7,,1.0
BAS01365,Şube,Taşıt Kredisi,Gaziantep,2024-02,40,54937,186083,538,1,1,0,0,Değerlendirme,Teminat Yetersiz,0.7,,1.1
BAS01366,Mobil,Taşıt Kredisi,Konya,2024-10,24,63620,371318,554,1,1,1,1,Kullanım,,2.1,1.0,3.5
BAS01367,İnternet,İhtiyaç Kredisi,Gaziantep,2024-07,37,31469,269849,618,1,0,0,0,Başvuru,,,,0.2
BAS01368,İnternet,İhtiyaç Kredisi,Konya,2024-05,34,23922,127181,503,1,1,1,1,Kullanım,,1.5,0.5,2.4
BAS01369,İnternet,İhtiyaç Kredisi,Ankara,2024-08,44,20441,160643,612,1,1,0,0,Değerlendirme,Teminat Yetersiz,2.1,,2.5
BAS01370,Çağrı Merkezi,Konut Kredisi,Antalya,2024-06,59,8000,1769390,418,1,0,0,0,Başvuru,,,,0.4
BAS01371,Mobil,İhtiyaç Kredisi,Bursa,2024-01,59,17250,134192,525,1,1,0,0,Değerlendirme,Yaş Sınırı,1.9,,2.4
BAS01372,İnternet,Konut Kredisi,Adana,2024-10,39,8000,1812804,579,1,1,0,0,Değerlendirme,Eksik Belge,2.2,,2.7
BAS01373,Mobil,Taşıt Kredisi,Antalya,2024-08,36,14965,369031,332,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.4,,1.7
BAS01374,Mobil,İşletme Kredisi,Antalya,2024-02,32,23094,566469,481,1,1,0,0,Değerlendirme,Teminat Yetersiz,0.7,,1.1
BAS01375,Şube,Konut Kredisi,Konya,2024-09,27,51510,1996275,568,1,1,1,1,Kullanım,,1.8,1.1,3.0
BAS01376,Çağrı Merkezi,Konut Kredisi,Antalya,2024-04,46,42433,1886915,524,1,0,0,0,Başvuru,,,,0.4
BAS01377,Şube,Taşıt Kredisi,İstanbul,2024-02,50,26782,438490,601,1,1,1,0,Onaylandı,,1.0,0.8,2.3
BAS01378,Şube,İhtiyaç Kredisi,İstanbul,2024-05,22,44152,94160,572,1,1,0,0,Değerlendirme,Yaş Sınırı,1.1,,1.2
BAS01379,Çağrı Merkezi,Taşıt Kredisi,Bursa,2024-09,49,11113,319698,596,1,0,0,0,Başvuru,,,,0.1
BAS01380,İnternet,İhtiyaç Kredisi,Antalya,2024-03,26,21986,43010,533,1,1,0,0,Değerlendirme,Eksik Belge,2.4,,2.6
BAS01381,Şube,İhtiyaç Kredisi,Ankara,2024-11,51,8000,99144,484,1,1,1,1,Kullanım,,1.6,0.2,2.3
BAS01382,Şube,Konut Kredisi,Gaziantep,2024-01,61,20315,1771949,630,1,1,1,1,Kullanım,,1.0,0.4,1.8
BAS01383,Şube,Konut Kredisi,Adana,2024-01,31,36707,1775623,422,1,1,1,1,Kullanım,,0.9,0.5,1.8
BAS01384,Şube,İhtiyaç Kredisi,Konya,2024-08,48,25190,116712,581,1,1,1,1,Kullanım,,1.7,0.6,2.7
BAS01385,Mobil,Konut Kredisi,Bursa,2024-02,59,27672,1901040,751,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.7,,1.8
BAS01386,Şube,Konut Kredisi,İstanbul,2024-09,27,31561,1755020,433,1,1,0,0,Değerlendirme,Eksik Belge,1.8,,2.0
BAS01387,İnternet,Taşıt Kredisi,Konya,2024-07,33,22415,439375,404,1,1,1,0,Onaylandı,,1.7,0.9,3.1
BAS01388,Mobil,Konut Kredisi,Gaziantep,2024-01,30,61910,1855790,471,1,1,1,1,Kullanım,,2.3,0.6,3.2
BAS01389,Şube,Taşıt Kredisi,Bursa,2024-03,52,26078,288942,653,1,1,1,0,Onaylandı,,0.3,0.4,0.8
BAS01390,Mobil,Konut Kredisi,Ankara,2024-11,35,8000,1856874,467,1,0,0,0,Başvuru,,,,0.1
BAS01391,İnternet,İşletme Kredisi,Konya,2024-01,38,8000,529131,328,1,1,0,0,Değerlendirme,Eksik Belge,2.4,,2.5
BAS01392,Şube,Konut Kredisi,Adana,2024-03,48,23700,1787684,490,1,0,0,0,Başvuru,,,,0.5
BAS01393,İnternet,İhtiyaç Kredisi,Antalya,2024-05,50,47459,86920,603,1,1,1,1,Kullanım,,1.8,1.0,3.0
BAS01394,İnternet,İhtiyaç Kredisi,İzmir,2024-06,24,29122,258914,508,1,1,1,1,Kullanım,,2.1,1.7,4.0
BAS01395,Mobil,İhtiyaç Kredisi,İstanbul,2024-06,33,8000,105843,417,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,2.0,,2.3
BAS01396,Şube,Taşıt Kredisi,Ankara,2024-02,23,27765,359275,525,1,1,1,1,Kullanım,,1.1,0.4,1.6
BAS01397,Şube,İhtiyaç Kredisi,Ankara,2024-07,60,35161,172347,682,1,1,1,1,Kullanım,,1.5,0.6,2.4
BAS01398,Çağrı Merkezi,İhtiyaç Kredisi,Antalya,2024-03,25,30359,90089,558,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.5,,3.0
BAS01399,Çağrı Merkezi,İşletme Kredisi,Ankara,2024-02,62,40665,420542,664,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,3.2,,3.4
BAS01400,Mobil,Taşıt Kredisi,Konya,2024-10,51,32051,401215,524,1,1,1,0,Onaylandı,,1.8,0.9,2.9
BAS01401,Mobil,Taşıt Kredisi,İstanbul,2024-11,53,22556,407456,672,1,1,1,0,Onaylandı,,1.8,0.5,2.6
BAS01402,Şube,İşletme Kredisi,İstanbul,2024-07,62,40104,388987,767,1,1,1,1,Kullanım,,1.2,0.8,2.4
BAS01403,İnternet,Konut Kredisi,İzmir,2024-08,53,15278,1747421,531,1,0,0,0,Başvuru,,,,0.3
BAS01404,Mobil,Konut Kredisi,Bursa,2024-09,56,23688,1704407,450,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.9,,2.3
BAS01405,Şube,Konut Kredisi,İstanbul,2024-06,27,36000,1729427,529,1,0,0,0,Başvuru,,,,0.3
BAS01406,İnternet,İşletme Kredisi,Antalya,2024-11,21,56091,543021,507,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.9,,3.4
BAS01407,Şube,Konut Kredisi,Gaziantep,2024-02,60,33317,1956454,831,1,0,0,0,Başvuru,,,,0.3
BAS01408,Şube,İşletme Kredisi,Antalya,2024-05,60,27597,328808,676,1,0,0,0,Başvuru,,,,0.4
BAS01409,Mobil,İhtiyaç Kredisi,Adana,2024-05,45,14147,93270,536,1,1,1,0,Onaylandı,,1.4,1.0,2.8
BAS01410,Mobil,İhtiyaç Kredisi,Konya,2024-01,28,17845,146681,610,1,1,1,1,Kullanım,,1.7,0.7,2.5
BAS01411,Şube,Taşıt Kredisi,Antalya,2024-11,22,27102,353338,578,1,1,1,1,Kullanım,,1.5,0.1,1.9
BAS01412,İnternet,Konut Kredisi,Konya,2024-06,45,11789,1669490,500,1,1,1,1,Kullanım,,2.0,0.9,3.4
BAS01413,Mobil,Konut Kredisi,İzmir,2024-06,29,40442,1812998,520,1,1,1,1,Kullanım,,2.5,0.4,3.3
BAS01414,İnternet,Taşıt Kredisi,Ankara,2024-03,35,29684,305325,460,1,0,0,0,Başvuru,,,,0.5
BAS01415,İnternet,İhtiyaç Kredisi,İzmir,2024-02,37,47949,167188,570,1,1,1,0,Onaylandı,,1.9,0.4,2.6
BAS01416,Şube,Taşıt Kredisi,İzmir,2024-06,40,34855,347163,540,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,1.0,,1.1
BAS01417,Mobil,İhtiyaç Kredisi,İzmir,2024-01,33,18156,34140,518,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.2,,1.5
BAS01418,Mobil,İhtiyaç Kredisi,Adana,2024-12,20,44173,101925,456,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,1.2,,1.6
BAS01419,Çağrı Merkezi,İhtiyaç Kredisi,Ankara,2024-11,48,13499,148284,657,1,1,0,0,Değerlendirme,Gelir Doğrulanamadı,3.0,,3.4
BAS01420,Mobil,İhtiyaç Kredisi,Ankara,2024-10,26,25000,186032,409,1,0,0,0,Başvuru,,,,0.5
BAS01421,Mobil,Konut Kredisi,Adana,2024-12,57,40687,1805910,833,1,0,0,0,Başvuru,,,,0.2
BAS01422,Şube,Konut Kredisi,Gaziantep,2024-10,21,18903,1818148,362,1,1,0,0,Değerlendirme,Teminat Yetersiz,1.2,,1.7
BAS01423,Mobil,Konut Kredisi,Konya,2024-03,20,38874,1853420,492,1,1,0,0,Değerlendirme,Düşük Kredi Skoru,2.2,,2.3
BAS01424,Mobil,İşletme Kredisi,İstanbul,2024-11,24,23738,368993,573,1,1,1,1,Kullanım,,1.8,0.6,2.9
BAS01425,Mobil,Konut Kredisi,İstanbul,2024-06,44,32583,1899078,442,1,1,0,0,Değerlendirme,Yüksek Borç/Gelir,2.5,,2.6
