islem_id,musteri_id,tarih_saat,gun_adi,saat,gece_mi,kategori,kanal,tutar_tl,musteri_ort_islem_tl,sapma_pct,sehir,yurtdisi_mi,z_skoru,risk_skoru,fraud_flag,fraud_tipi
TXN004821,MUS0041,2024-02-15 08:02:00,Perşembe,8,0,Ulaşım,Fiziksel Kart,309.66,549.04,-43.6,Samsun,0,1.2,16,0,normal
TXN002760,MUS0051,2024-12-18 02:57:00,Çarşamba,2,1,Yakıt,Online,355.19,500.39,-29.0,Kayseri,0,2.09,27,0,normal
TXN002059,MUS0552,2024-07-19 11:13:00,Cuma,11,0,Eğlence,Telefon,484.5,587.88,-17.6,İzmir,0,0.1,0,0,normal
TXN002823,MUS0678,2024-09-02 18:48:00,Pazartesi,18,0,Döviz,Online,190.65,324.94,-41.3,İzmir,0,1.1,12,0,normal
TXN001358,MUS0176,2024-06-05 01:26:00,Çarşamba,1,1,Yakıt,Online,99.46,143.28,-30.6,Mersin,0,0.87,7,0,normal
TXN003654,MUS0515,2024-09-27 03:05:00,Cuma,3,1,Elektronik,Fiziksel Kart,157.07,683.68,-77.0,Bursa,0,1.64,21,0,normal
TXN004902,MUS0095,2024-04-19 14:27:00,Cuma,14,0,Yakıt,Fiziksel Kart,294.63,406.48,-27.5,Ankara,0,0.72,12,0,normal
TXN001586,MUS0776,2024-12-25 08:54:00,Çarşamba,8,0,Giyim,Fiziksel Kart,529.06,570.38,-7.2,İzmir,0,1.1,11,0,normal
TXN000010,MUS0618,2024-03-25 08:24:00,Pazartesi,8,0,Giyim,Online,351.07,288.77,21.6,Antalya,0,0.32,4,0,normal
TXN003739,MUS0219,2024-12-19 08:40:00,Perşembe,8,0,ATM Nakit,Fiziksel Kart,495.13,157.34,214.7,Bursa,0,4.64,82,1,farkli_sehir
TXN001498,MUS0690,2024-05-13 03:42:00,Pazartesi,3,1,Sağlık,Fiziksel Kart,823.77,599.34,37.4,Mersin,0,0.24,8,0,normal
TXN004197,MUS0768,2024-08-23 02:36:00,Cuma,2,1,Uluslararası,Temassız,374.92,488.79,-23.3,İzmir,0,0.12,6,0,normal
TXN001150,MUS0004,2024-04-21 08:30:00,Pazar,8,0,Eğlence,Fiziksel Kart,464.11,787.04,-41.0,Ankara,0,0.86,10,0,normal
TXN000092,MUS0765,2024-02-06 07:40:00,Salı,7,0,ATM Nakit,Temassız,747.64,612.34,22.1,New York,1,1.42,20,0,normal
TXN002419,MUS0569,2024-03-30 13:40:00,Cumartesi,13,0,Elektronik,Fiziksel Kart,180.85,159.84,13.1,İzmir,0,1.14,6,0,normal
TXN003153,MUS0353,2024-09-07 00:22:00,Cumartesi,0,1,Ulaşım,ATM,195.15,304.24,-35.9,Gaziantep,0,0.22,4,0,normal
TXN000705,MUS0006,2024-02-10 21:42:00,Cumartesi,21,0,Giyim,Fiziksel Kart,87.4,99.17,-11.9,Bursa,0,0.59,10,0,normal
TXN000363,MUS0506,2024-11-14 06:04:00,Perşembe,6,0,Uluslararası,Temassız,936.01,763.08,22.7,Adana,0,0.33,5,0,normal
TXN002405,MUS0048,2024-05-05 20:52:00,Pazar,20,0,ATM Nakit,Online,422.88,484.46,-12.7,Eskişehir,0,1.25,14,0,normal
TXN004354,MUS0190,2024-12-09 21:00:00,Pazartesi,21,0,Sağlık,Online,1274.45,716.37,77.9,Kayseri,0,0.14,0,0,normal
TXN000880,MUS0306,2024-06-21 09:28:00,Cuma,9,0,Yakıt,Online,71.98,87.11,-17.4,Konya,0,0.07,0,0,normal
TXN003563,MUS0400,2024-05-20 04:58:00,Pazartesi,4,1,Ulaşım,Fiziksel Kart,67.8,490.74,-86.2,Samsun,0,0.01,2,0,normal
TXN003388,MUS0049,2024-04-08 19:48:00,Pazartesi,19,0,Ulaşım,Fiziksel Kart,96.76,530.09,-81.7,Eskişehir,0,0.85,13,0,normal
TXN001866,MUS0119,2024-06-28 22:48:00,Cuma,22,0,Yakıt,Telefon,135.61,193.65,-30.0,Adana,0,2.1,22,0,normal
TXN003149,MUS0237,2024-10-22 15:15:00,Salı,15,0,Market,Temassız,455.09,500.17,-9.0,Kayseri,0,1.54,18,0,normal
TXN002695,MUS0177,2024-12-06 11:55:00,Cuma,11,0,Uluslararası,Online,705.97,680.45,3.8,Kayseri,0,0.5,13,0,normal
TXN001300,MUS0288,2024-07-01 09:45:00,Pazartesi,9,0,Uluslararası,Fiziksel Kart,593.43,533.4,11.3,Gaziantep,0,0.46,10,0,normal
TXN000333,MUS0161,2024-12-05 06:54:00,Perşembe,6,0,Döviz,Temassız,489.8,738.77,-33.7,Mersin,0,0.09,7,0,normal
TXN003248,MUS0754,2024-06-12 04:47:00,Çarşamba,4,1,Döviz,Temassız,1009.37,670.0,50.7,Kayseri,0,0.79,11,0,normal
TXN002949,MUS0750,2024-06-27 23:45:00,Perşembe,23,1,Eğlence,Fiziksel Kart,150.28,603.67,-75.1,Eskişehir,0,0.8,11,0,normal
TXN001540,MUS0272,2024-07-05 14:37:00,Cuma,14,0,Ulaşım,Fiziksel Kart,768.22,701.55,9.5,İzmir,0,1.29,11,0,normal
TXN003949,MUS0138,2024-12-12 23:43:00,Perşembe,23,1,Market,Temassız,300.57,253.85,18.4,Antalya,0,1.23,9,0,normal
TXN001839,MUS0339,2024-05-15 14:22:00,Çarşamba,14,0,Giyim,Fiziksel Kart,115.65,137.42,-15.8,Antalya,0,0.04,4,0,normal
TXN003766,MUS0673,2024-01-02 12:10:00,Salı,12,0,Döviz,Fiziksel Kart,386.76,254.7,51.8,Antalya,0,1.83,25,0,normal
TXN003342,MUS0403,2024-06-11 23:28:00,Salı,23,1,ATM Nakit,Fiziksel Kart,603.51,706.28,-14.6,Adana,0,0.13,0,0,normal
TXN004745,MUS0764,2024-05-01 22:02:00,Çarşamba,22,0,ATM Nakit,ATM,380.15,383.08,-0.8,Kayseri,0,0.75,4,0,normal
TXN000049,MUS0611,2024-11-23 21:00:00,Cumartesi,21,0,Uluslararası,Fiziksel Kart,442.26,647.46,-31.7,İzmir,0,1.21,22,0,normal
TXN003021,MUS0089,2024-12-17 22:55:00,Salı,22,0,Elektronik,Online,453.89,415.85,9.1,Mersin,0,0.35,6,0,normal
TXN001852,MUS0506,2024-10-03 22:06:00,Perşembe,22,0,ATM Nakit,Temassız,333.99,763.08,-56.2,Adana,0,1.71,13,0,normal
TXN003185,MUS0173,2024-09-28 01:39:00,Cumartesi,1,1,Eğlence,Fiziksel Kart,450.0,425.63,5.7,Eskişehir,0,0.37,12,0,normal
TXN000872,MUS0091,2024-01-24 15:12:00,Çarşamba,15,0,Online Alışveriş,Temassız,215.17,204.48,5.2,Ankara,0,0.06,0,0,normal
TXN000728,MUS0607,2024-09-02 01:52:00,Pazartesi,1,1,Elektronik,Telefon,107.25,228.24,-53.0,Adana,0,0.47,3,0,normal
TXN001239,MUS0419,2024-07-11 00:39:00,Perşembe,0,1,Döviz,Telefon,159.37,160.17,-0.5,Antalya,0,0.09,8,0,normal
TXN001848,MUS0564,2024-01-20 23:30:00,Cumartesi,23,1,Market,Online,5.01,235.77,-97.9,Konya,0,1.8,69,1,kart_test
TXN004340,MUS0283,2024-04-10 07:09:00,Çarşamba,7,0,Ulaşım,Fiziksel Kart,651.52,521.62,24.9,Bursa,0,0.98,11,0,normal
TXN003947,MUS0230,2024-01-29 03:21:00,Pazartesi,3,1,Online Alışveriş,ATM,384.16,283.23,35.6,Gaziantep,0,0.76,12,0,normal
TXN003754,MUS0795,2024-09-07 19:16:00,Cumartesi,19,0,Market,Fiziksel Kart,235.5,292.95,-19.6,Bursa,0,0.44,14,0,normal
TXN003377,MUS0575,2024-01-20 00:21:00,Cumartesi,0,1,Ulaşım,Online,345.63,332.77,3.9,Kayseri,0,1.2,14,0,normal
TXN002297,MUS0294,2024-07-02 18:31:00,Salı,18,0,Ulaşım,Temassız,141.97,276.81,-48.7,Adana,0,1.3,23,0,normal
TXN002879,MUS0578,2024-08-30 08:26:00,Cuma,8,0,Online Alışveriş,Online,18.68,761.55,-97.5,Ankara,0,5.64,90,1,kart_test
TXN004874,MUS0085,2024-05-29 13:25:00,Çarşamba,13,0,ATM Nakit,Fiziksel Kart,418.86,393.49,6.4,Eskişehir,0,0.24,0,0,normal
TXN000340,MUS0765,2024-11-02 22:02:00,Cumartesi,22,0,Ulaşım,Fiziksel Kart,310.5,612.34,-49.3,Adana,0,0.67,15,0,normal
TXN000924,MUS0621,2024-03-05 05:43:00,Salı,5,1,Sağlık,Telefon,986.85,706.02,39.8,Bursa,0,0.81,12,0,normal
TXN001196,MUS0620,2024-01-08 15:26:00,Pazartesi,15,0,Eğlence,Online,1088.71,786.13,38.5,Mersin,0,0.02,0,0,normal
TXN001622,MUS0280,2024-05-13 21:02:00,Pazartesi,21,0,Sağlık,Fiziksel Kart,104.05,121.2,-14.2,Samsun,0,0.35,1,0,normal
TXN000685,MUS0040,2024-03-13 18:49:00,Çarşamba,18,0,Yakıt,Online,234.4,265.34,-11.7,Berlin,1,1.14,6,0,normal
TXN000361,MUS0420,2024-09-27 12:37:00,Cuma,12,0,Eğlence,Telefon,143.96,462.48,-68.9,Antalya,0,0.89,18,0,normal
TXN003411,MUS0767,2024-04-14 02:34:00,Pazar,2,1,Uluslararası,Fiziksel Kart,379.73,457.0,-16.9,Kayseri,0,1.14,17,0,normal
TXN002671,MUS0484,2024-08-27 10:06:00,Salı,10,0,Ulaşım,Telefon,334.65,565.24,-40.8,Samsun,0,1.58,18,0,normal
TXN002624,MUS0587,2024-01-28 23:06:00,Pazar,23,1,Eğlence,Fiziksel Kart,969.24,617.7,56.9,Konya,0,0.64,9,0,normal
TXN002011,MUS0706,2024-11-09 13:02:00,Cumartesi,13,0,Yakıt,Temassız,952.65,643.18,48.1,Antalya,0,1.45,10,0,normal
TXN000910,MUS0589,2024-09-04 08:53:00,Çarşamba,8,0,Sağlık,ATM,250.95,194.3,29.2,Konya,0,0.38,0,0,normal
TXN002996,MUS0727,2024-01-27 00:28:00,Cumartesi,0,1,ATM Nakit,Online,342.06,295.6,15.7,Konya,0,0.01,0,0,normal
TXN002549,MUS0039,2024-02-20 06:06:00,Salı,6,0,Elektronik,Online,1078.05,773.66,39.3,Mersin,0,0.15,1,0,normal
TXN004708,MUS0577,2024-07-04 08:45:00,Perşembe,8,0,Eğlence,Temassız,281.18,181.02,55.3,Ankara,0,0.03,2,0,normal
TXN003278,MUS0033,2024-08-24 09:19:00,Cumartesi,9,0,Döviz,Online,743.86,566.26,31.4,İstanbul,0,1.39,18,0,normal
TXN002679,MUS0272,2024-06-08 04:38:00,Cumartesi,4,1,Giyim,Temassız,68.94,701.55,-90.2,Londra,1,0.49,0,0,normal
TXN004948,MUS0724,2024-08-09 03:54:00,Cuma,3,1,Ulaşım,Fiziksel Kart,384.56,512.29,-24.9,Samsun,0,1.49,19,0,normal
TXN000694,MUS0158,2024-09-28 03:50:00,Cumartesi,3,1,Online Alışveriş,Fiziksel Kart,130.15,255.9,-49.1,Konya,0,1.28,19,0,normal
TXN003862,MUS0754,2024-06-07 21:24:00,Cuma,21,0,Elektronik,Fiziksel Kart,709.55,670.0,5.9,Kayseri,0,0.99,17,0,normal
TXN004702,MUS0250,2024-07-15 21:23:00,Pazartesi,21,0,Döviz,Fiziksel Kart,610.75,611.1,-0.1,Amsterdam,1,0.1,4,0,normal
TXN004090,MUS0521,2024-02-03 17:22:00,Cumartesi,17,0,Giyim,Online,230.4,370.34,-37.8,Eskişehir,0,0.76,8,0,normal
TXN002411,MUS0638,2024-11-04 11:53:00,Pazartesi,11,0,Uluslararası,Fiziksel Kart,2193.75,445.24,392.7,New York,1,4.11,84,1,yurtdisi_anomali
TXN000647,MUS0016,2024-01-26 21:09:00,Cuma,21,0,Sağlık,Fiziksel Kart,121.62,327.87,-62.9,Kayseri,0,1.48,24,0,normal
TXN003755,MUS0278,2024-01-10 06:22:00,Çarşamba,6,0,Döviz,Fiziksel Kart,1099.26,567.32,93.8,Antalya,0,7.38,91,1,farkli_sehir
TXN000228,MUS0251,2024-03-30 08:47:00,Cumartesi,8,0,Market,Fiziksel Kart,236.17,244.71,-3.5,Kayseri,0,1.81,25,0,normal
TXN001433,MUS0386,2024-07-07 22:11:00,Pazar,22,0,Market,Online,240.28,568.59,-57.7,Adana,0,0.71,13,0,normal
TXN004823,MUS0591,2024-10-10 15:31:00,Perşembe,15,0,ATM Nakit,Online,835.48,687.49,21.5,Eskişehir,0,0.76,15,0,normal
TXN002534,MUS0795,2024-01-17 00:01:00,Çarşamba,0,1,Elektronik,Fiziksel Kart,250.85,292.95,-14.4,Bursa,0,1.77,17,0,normal
TXN004980,MUS0493,2024-09-23 18:03:00,Pazartesi,18,0,Eğlence,Fiziksel Kart,197.34,187.36,5.3,Bursa,0,0.03,0,0,normal
TXN003289,MUS0173,2024-10-16 00:30:00,Çarşamba,0,1,Uluslararası,Online,588.05,425.63,38.2,Eskişehir,0,0.8,9,0,normal
TXN001811,MUS0439,2024-07-29 23:14:00,Pazartesi,23,1,Market,Online,503.89,603.4,-16.5,Antalya,0,1.14,18,0,normal
TXN000909,MUS0775,2024-08-19 15:59:00,Pazartesi,15,0,Online Alışveriş,Temassız,465.23,399.2,16.5,İzmir,0,0.83,6,0,normal
TXN000362,MUS0220,2024-09-12 15:22:00,Perşembe,15,0,ATM Nakit,Fiziksel Kart,313.82,260.5,20.5,Ankara,0,0.34,1,0,normal
TXN003846,MUS0262,2024-10-16 01:58:00,Çarşamba,1,1,Ulaşım,Online,736.11,495.31,48.6,Konya,0,1.64,24,0,normal
TXN004782,MUS0337,2024-07-10 01:23:00,Çarşamba,1,1,Eğlence,Telefon,232.98,265.52,-12.3,Bursa,0,0.92,17,0,normal
TXN002986,MUS0723,2024-02-28 22:50:00,Çarşamba,22,0,ATM Nakit,Temassız,463.79,614.63,-24.5,Gaziantep,0,1.16,8,0,normal
TXN004099,MUS0485,2024-04-21 21:28:00,Pazar,21,0,Market,Fiziksel Kart,165.28,108.19,52.8,Mersin,0,1.75,27,0,normal
TXN002404,MUS0482,2024-09-03 19:51:00,Salı,19,0,Giyim,Online,194.78,233.28,-16.5,Kayseri,0,0.07,4,0,normal
TXN002394,MUS0710,2024-01-07 18:45:00,Pazar,18,0,Elektronik,Temassız,374.12,365.23,2.4,Gaziantep,0,0.41,9,0,normal
TXN001041,MUS0652,2024-12-13 23:00:00,Cuma,23,1,Döviz,Fiziksel Kart,311.35,255.88,21.7,Kayseri,0,0.85,3,0,normal
TXN003783,MUS0775,2024-03-16 21:51:00,Cumartesi,21,0,Döviz,Fiziksel Kart,135.62,399.2,-66.0,İzmir,0,1.29,19,0,normal
TXN004525,MUS0523,2024-10-31 18:00:00,Perşembe,18,0,Yakıt,Fiziksel Kart,512.51,560.18,-8.5,Konya,0,0.43,13,0,normal
TXN003209,MUS0691,2024-05-23 04:40:00,Perşembe,4,1,Elektronik,Fiziksel Kart,647.11,797.68,-18.9,Ankara,0,0.98,15,0,normal
TXN001383,MUS0030,2024-04-09 02:59:00,Salı,2,1,Eğlence,Online,194.53,188.41,3.2,Bursa,0,0.4,14,0,normal
TXN003922,MUS0356,2024-01-16 07:06:00,Salı,7,0,Döviz,Online,604.74,650.47,-7.0,Samsun,0,0.75,12,0,normal
TXN001952,MUS0173,2024-04-07 03:35:00,Pazar,3,1,Online Alışveriş,Temassız,448.14,425.63,5.3,Eskişehir,0,0.68,5,0,normal
TXN002283,MUS0312,2024-09-23 19:01:00,Pazartesi,19,0,Restoran,Fiziksel Kart,689.37,614.63,12.2,Ankara,0,0.84,4,0,normal
TXN002187,MUS0108,2024-03-05 02:53:00,Salı,2,1,Ulaşım,Fiziksel Kart,196.22,390.37,-49.7,Kayseri,0,0.89,14,0,normal
TXN003287,MUS0341,2024-09-11 03:06:00,Çarşamba,3,1,Online Alışveriş,Online,24.79,200.52,-87.6,Gaziantep,0,4.18,76,1,kart_test
TXN002662,MUS0738,2024-10-05 20:09:00,Cumartesi,20,0,Yakıt,Temassız,583.04,458.21,27.2,Gaziantep,0,0.87,17,0,normal
TXN000184,MUS0267,2024-03-03 06:00:00,Pazar,6,0,Market,Online,454.19,310.09,46.5,Eskişehir,0,0.24,0,0,normal
TXN000822,MUS0788,2024-01-27 04:48:00,Cumartesi,4,1,Giyim,ATM,92.54,140.14,-34.0,Kayseri,0,0.61,4,0,normal
TXN003855,MUS0498,2024-10-04 06:17:00,Cuma,6,0,Yakıt,Online,521.27,378.64,37.7,Konya,0,0.67,8,0,normal
TXN001191,MUS0584,2024-10-26 11:17:00,Cumartesi,11,0,Sağlık,Temassız,345.05,360.6,-4.3,Eskişehir,0,0.64,12,0,normal
TXN000479,MUS0161,2024-05-20 16:20:00,Pazartesi,16,0,Uluslararası,Fiziksel Kart,562.84,738.77,-23.8,Mersin,0,0.92,13,0,normal
TXN002482,MUS0665,2024-09-23 19:04:00,Pazartesi,19,0,Yakıt,Online,1102.0,773.06,42.6,Amsterdam,1,0.23,0,0,normal
TXN003998,MUS0185,2024-11-21 08:56:00,Perşembe,8,0,Döviz,Online,134.68,120.39,11.9,Mersin,0,1.48,23,0,normal
TXN002581,MUS0760,2024-03-18 17:47:00,Pazartesi,17,0,ATM Nakit,Online,503.66,401.62,25.4,Mersin,0,0.49,1,0,normal
TXN001973,MUS0308,2024-10-25 18:03:00,Cuma,18,0,Uluslararası,Temassız,550.27,719.93,-23.6,Berlin,1,0.34,1,0,normal
TXN000884,MUS0582,2024-10-28 01:51:00,Pazartesi,1,1,Ulaşım,Temassız,355.97,571.28,-37.7,Bursa,0,0.42,13,0,normal
TXN004045,MUS0448,2024-02-21 03:32:00,Çarşamba,3,1,Döviz,Temassız,147.86,442.99,-66.6,Antalya,0,0.18,0,0,normal
TXN001944,MUS0499,2024-03-12 07:45:00,Salı,7,0,Restoran,Online,697.69,563.96,23.7,Kayseri,0,0.85,3,0,normal
TXN002092,MUS0467,2024-10-07 01:01:00,Pazartesi,1,1,Uluslararası,Telefon,244.18,654.42,-62.7,Mersin,0,1.06,7,0,normal
TXN004780,MUS0522,2024-09-18 01:38:00,Çarşamba,1,1,Yakıt,ATM,339.11,734.17,-53.8,İstanbul,0,1.04,13,0,normal
TXN003518,MUS0671,2024-06-08 21:33:00,Cumartesi,21,0,Giyim,Fiziksel Kart,145.89,174.54,-16.4,Konya,0,0.22,2,0,normal
TXN001221,MUS0035,2024-06-13 08:19:00,Perşembe,8,0,ATM Nakit,Online,500.24,345.95,44.6,Konya,0,0.02,7,0,normal
TXN000413,MUS0253,2024-07-12 20:44:00,Cuma,20,0,Restoran,Fiziksel Kart,539.43,771.17,-30.1,Mersin,0,1.24,10,0,normal
TXN000074,MUS0506,2024-08-10 15:37:00,Cumartesi,15,0,Restoran,Online,1135.0,763.08,48.7,Adana,0,0.27,5,0,normal
TXN002374,MUS0244,2024-09-02 18:28:00,Pazartesi,18,0,ATM Nakit,Temassız,591.28,507.65,16.5,Eskişehir,0,1.12,13,0,normal
TXN002008,MUS0697,2024-02-15 16:48:00,Perşembe,16,0,Restoran,Temassız,374.91,589.03,-36.4,Kayseri,0,1.51,19,0,normal
TXN001298,MUS0591,2024-04-03 10:12:00,Çarşamba,10,0,Ulaşım,Fiziksel Kart,228.42,687.49,-66.8,Eskişehir,0,0.23,5,0,normal
TXN001380,MUS0018,2024-10-26 12:59:00,Cumartesi,12,0,Uluslararası,Fiziksel Kart,273.08,339.95,-19.7,Kayseri,0,0.48,11,0,normal
TXN002036,MUS0019,2024-02-11 11:51:00,Pazar,11,0,Giyim,Online,468.96,277.67,68.9,Eskişehir,0,0.02,8,0,normal
TXN003340,MUS0105,2024-06-10 20:53:00,Pazartesi,20,0,Yakıt,ATM,795.44,544.6,46.1,Gaziantep,0,1.6,16,0,normal
TXN000861,MUS0409,2024-07-09 04:09:00,Salı,4,1,Ulaşım,Online,90.0,135.29,-33.5,Eskişehir,0,0.24,5,0,normal
TXN001758,MUS0774,2024-06-02 18:48:00,Pazar,18,0,Market,Temassız,787.48,547.1,43.9,Gaziantep,0,0.19,11,0,normal
TXN003776,MUS0074,2024-01-14 10:22:00,Pazar,10,0,Eğlence,Fiziksel Kart,133.21,96.74,37.7,Adana,0,0.81,4,0,normal
TXN001893,MUS0027,2024-11-13 12:31:00,Çarşamba,12,0,Giyim,Temassız,220.1,182.45,20.6,Eskişehir,0,1.61,12,0,normal
TXN004279,MUS0183,2024-06-03 03:17:00,Pazartesi,3,1,Giyim,Online,297.97,623.82,-52.2,Antalya,0,1.52,17,0,normal
TXN001734,MUS0286,2024-06-11 04:10:00,Salı,4,1,Yakıt,Temassız,616.76,351.09,75.7,Ankara,0,1.89,21,0,normal
TXN000488,MUS0716,2024-01-09 20:00:00,Salı,20,0,ATM Nakit,Temassız,592.03,676.28,-12.5,Bursa,0,0.5,9,0,normal
TXN002415,MUS0329,2024-06-08 10:28:00,Cumartesi,10,0,ATM Nakit,Temassız,276.31,481.54,-42.6,İzmir,0,0.26,9,0,normal
TXN000984,MUS0529,2024-11-13 08:52:00,Çarşamba,8,0,Giyim,Fiziksel Kart,81.17,96.45,-15.8,Konya,0,2.03,25,0,normal
TXN001637,MUS0349,2024-12-03 16:25:00,Salı,16,0,ATM Nakit,Fiziksel Kart,127.21,112.11,13.5,Samsun,0,1.2,17,0,normal
TXN001173,MUS0734,2024-08-17 18:35:00,Cumartesi,18,0,Online Alışveriş,ATM,306.92,204.5,50.1,Eskişehir,0,0.33,9,0,normal
TXN000913,MUS0328,2024-05-31 11:23:00,Cuma,11,0,Giyim,Fiziksel Kart,664.27,562.24,18.1,İstanbul,0,2.37,18,0,normal
TXN003854,MUS0014,2024-05-08 15:04:00,Çarşamba,15,0,Ulaşım,Online,604.08,625.05,-3.4,Mersin,0,1.24,13,0,normal
TXN004697,MUS0162,2024-10-30 05:32:00,Çarşamba,5,1,Uluslararası,Online,518.42,344.14,50.6,Konya,0,0.53,13,0,normal
TXN001437,MUS0637,2024-07-14 02:59:00,Pazar,2,1,Giyim,Temassız,708.83,756.37,-6.3,Berlin,1,1.03,15,0,normal
TXN002568,MUS0787,2024-09-18 14:19:00,Çarşamba,14,0,Döviz,Fiziksel Kart,399.49,551.76,-27.6,Mersin,0,0.19,3,0,normal
TXN002567,MUS0245,2024-12-09 22:23:00,Pazartesi,22,0,Eğlence,Online,233.35,264.63,-11.8,Mersin,0,1.92,26,0,normal
TXN003257,MUS0632,2024-01-26 06:22:00,Cuma,6,0,Elektronik,ATM,87.97,133.92,-34.3,Gaziantep,0,0.76,15,0,normal
TXN003308,MUS0608,2024-12-28 07:21:00,Cumartesi,2,1,Online Alışveriş,Online,1402.69,176.95,692.7,Ankara,0,4.38,79,1,gece_islemi
TXN001149,MUS0116,2024-05-13 14:24:00,Pazartesi,14,0,Yakıt,Telefon,297.72,296.06,0.6,İzmir,0,0.04,7,0,normal
TXN001045,MUS0763,2024-02-25 00:29:00,Pazar,0,1,Sağlık,Temassız,140.82,604.91,-76.7,Kayseri,0,0.9,18,0,normal
TXN004248,MUS0097,2024-08-26 15:22:00,Pazartesi,15,0,Döviz,Temassız,915.12,593.94,54.1,Adana,0,0.27,1,0,normal
TXN004825,MUS0415,2024-01-26 21:11:00,Cuma,21,0,Sağlık,Fiziksel Kart,359.48,475.06,-24.3,Kayseri,0,1.04,8,0,normal
TXN004223,MUS0160,2024-10-21 00:04:00,Pazartesi,0,1,ATM Nakit,Fiziksel Kart,143.39,88.83,61.4,Samsun,0,0.53,1,0,normal
TXN002487,MUS0335,2024-09-22 11:59:00,Pazar,11,0,Giyim,ATM,366.49,489.35,-25.1,Kayseri,0,1.9,23,0,normal
TXN000069,MUS0773,2024-06-27 06:06:00,Perşembe,6,0,Yakıt,Online,659.15,425.78,54.8,Eskişehir,0,1.24,8,0,normal
TXN001775,MUS0027,2024-05-09 04:54:00,Perşembe,4,1,Eğlence,ATM,266.02,182.45,45.8,İzmir,0,0.84,8,0,normal
TXN000569,MUS0045,2024-11-28 11:10:00,Perşembe,11,0,Döviz,Online,311.45,294.03,5.9,Eskişehir,0,0.03,5,0,normal
TXN001688,MUS0339,2024-11-10 00:31:00,Pazar,0,1,Market,Fiziksel Kart,75.37,137.42,-45.2,Antalya,0,1.19,8,0,normal
TXN002795,MUS0026,2024-07-12 10:35:00,Cuma,10,0,Elektronik,ATM,219.05,266.09,-17.7,İstanbul,0,0.12,7,0,normal
TXN000181,MUS0632,2024-09-13 01:55:00,Cuma,1,1,Giyim,Temassız,225.54,133.92,68.4,Gaziantep,0,0.57,6,0,normal
TXN004416,MUS0347,2024-11-03 07:45:00,Pazar,7,0,Sağlık,Fiziksel Kart,324.97,350.9,-7.4,Eskişehir,0,0.27,10,0,normal
TXN000173,MUS0179,2024-06-15 11:19:00,Cumartesi,11,0,Restoran,Fiziksel Kart,513.04,427.45,20.0,İstanbul,0,1.49,21,0,normal
TXN003975,MUS0515,2024-04-05 13:30:00,Cuma,13,0,Elektronik,Online,547.3,683.68,-19.9,Bursa,0,0.53,5,0,normal
TXN002736,MUS0398,2024-11-08 07:54:00,Cuma,7,0,Yakıt,Fiziksel Kart,651.1,725.19,-10.2,Konya,0,0.53,0,0,normal
TXN001856,MUS0406,2024-05-30 11:28:00,Perşembe,11,0,Yakıt,Fiziksel Kart,413.97,755.25,-45.2,Eskişehir,0,2.07,16,0,normal
TXN003869,MUS0737,2024-10-27 07:19:00,Pazar,7,0,Uluslararası,Temassız,151.67,515.52,-70.6,Eskişehir,0,0.2,12,0,normal
TXN004335,MUS0652,2024-05-15 11:34:00,Çarşamba,11,0,ATM Nakit,Temassız,236.32,255.88,-7.6,İzmir,0,0.02,3,0,normal
TXN000665,MUS0439,2024-05-10 18:28:00,Cuma,18,0,Sağlık,Temassız,708.0,603.4,17.3,Antalya,0,0.09,7,0,normal
TXN001154,MUS0369,2024-01-30 23:23:00,Salı,23,1,Elektronik,Telefon,766.41,676.2,13.3,Konya,0,0.91,11,0,normal
TXN001859,MUS0684,2024-03-05 18:29:00,Salı,18,0,Market,Online,322.07,291.78,10.4,Adana,0,1.77,24,0,normal
TXN003569,MUS0492,2024-10-12 01:14:00,Cumartesi,1,1,Restoran,ATM,109.85,258.21,-57.5,İstanbul,0,1.3,15,0,normal
TXN004218,MUS0025,2024-10-29 02:21:00,Salı,2,1,Elektronik,Online,377.71,399.29,-5.4,Mersin,0,0.57,2,0,normal
TXN002184,MUS0522,2024-07-24 13:19:00,Çarşamba,13,0,Restoran,Online,838.96,734.17,14.3,İstanbul,0,0.11,10,0,normal
TXN002490,MUS0149,2024-11-24 15:39:00,Pazar,15,0,Döviz,Online,399.87,659.44,-39.4,İstanbul,0,0.57,0,0,normal
TXN000303,MUS0193,2024-07-09 05:24:00,Salı,5,1,Sağlık,Online,492.32,422.78,16.4,Konya,0,0.13,8,0,normal
TXN000409,MUS0705,2024-03-14 22:41:00,Perşembe,22,0,Restoran,Fiziksel Kart,199.21,318.39,-37.4,Konya,0,0.67,14,0,normal
TXN001107,MUS0355,2024-04-28 19:54:00,Pazar,19,0,Restoran,ATM,1075.58,614.64,75.0,Mersin,0,0.66,7,0,normal
TXN000418,MUS0101,2024-02-04 14:58:00,Pazar,14,0,Döviz,Online,474.14,664.75,-28.7,İzmir,0,0.41,0,0,normal
TXN003154,MUS0535,2024-11-22 14:56:00,Cuma,14,0,Giyim,Telefon,851.61,696.24,22.3,Gaziantep,0,1.34,10,0,normal
TXN003026,MUS0748,2024-08-27 09:40:00,Salı,9,0,Sağlık,Fiziksel Kart,638.19,791.81,-19.4,Ankara,0,1.63,22,0,normal
TXN002190,MUS0786,2024-02-18 01:40:00,Pazar,1,1,Sağlık,Fiziksel Kart,288.28,268.39,7.4,Bursa,0,0.29,12,0,normal
