musteri_id,yas,sehir,segment,egitim_duzeyi,meslek,ana_urun,aylik_gelir_tl,banka_bakiyesi_tl,kredi_skoru,kredi_tutari_tl,npl_flag,dijital_kullanim_skoru,uyelik_ay,son_3ay_islem_sayisi
MUS0429,45,İstanbul,Bireysel,Lisansüstü,Emekli,Yatırım Hesabı,50912,150727.86,629,789280.31,0,85,1,27
MUS0430,58,Adana,Bireysel,Üniversite,Esnaf,Yatırım Hesabı,45199,197815.9,834,770139.8,0,77,30,29
MUS0431,43,İzmir,KOBİ,Üniversite,Serbest Meslek,Konut Kredisi,61107,106391.95,764,0,0,93,47,7
MUS0432,32,Kayseri,KOBİ,Ortaokul,Çalışan,İhtiyaç Kredisi,22223,55110.22,450,620097.49,1,75,13,38
MUS0433,54,Adana,KOBİ,Lise,Emekli,Konut Kredisi,38980,210630.32,670,651663.49,0,66,88,17
MUS0434,29,İstanbul,Bireysel,Üniversite,Emekli,Yatırım Hesabı,29128,181589.22,591,401370.81,0,100,117,30
MUS0435,47,Konya,Bireysel,Üniversite,Akademisyen,Konut Kredisi,36575,194504.8,620,0,0,82,68,26
MUS0436,35,Mersin,Bireysel,Lise,Serbest Meslek,Yatırım Hesabı,17894,55872.29,589,269085.61,1,81,20,27
MUS0437,62,Antalya,Bireysel,Lise,Esnaf,Konut Kredisi,19690,116763.95,565,0,0,42,75,24
MUS0438,40,Mersin,KOBİ,Üniversite,Akademisyen,İhtiyaç Kredisi,94044,509412.01,586,0,0,100,41,29
MUS0439,44,Antalya,Bireysel,Üniversite,Emekli,Konut Kredisi,42640,26119.27,534,275549.45,0,90,133,22
MUS0440,50,Antalya,Bireysel,Üniversite,Esnaf,İhtiyaç Kredisi,12744,77039.38,608,307079.88,0,70,131,19
MUS0441,39,İstanbul,KOBİ,Lisansüstü,Memur,Konut Kredisi,62425,100213.02,733,825051.18,0,100,133,20
MUS0442,35,Ankara,KOBİ,Üniversite,Esnaf,Yatırım Hesabı,65532,534461.7,668,0,0,93,41,35
MUS0443,48,Bursa,KOBİ,Lisansüstü,Serbest Meslek,Kredi Kartı,136670,503656.03,900,0,0,97,92,20
MUS0444,36,Bursa,Bireysel,Lisansüstü,Serbest Meslek,Konut Kredisi,39391,169261.25,573,0,0,100,148,26
MUS0445,30,Bursa,Bireysel,Lise,Emekli,Konut Kredisi,11573,75168.99,477,216866.0,1,96,178,15
MUS0446,25,Bursa,Bireysel,Lise,Serbest Meslek,İhtiyaç Kredisi,9838,41461.5,452,274968.37,0,63,23,24
MUS0447,30,Ankara,KOBİ,Üniversite,Akademisyen,Konut Kredisi,65266,69438.63,566,0,0,86,75,38
MUS0448,47,İzmir,KOBİ,İlkokul,Serbest Meslek,Konut Kredisi,16747,79766.27,644,0,0,61,111,4
MUS0449,40,Adana,Bireysel,Üniversite,Akademisyen,Kredi Kartı,43695,247455.21,504,596213.81,0,86,165,13
MUS0450,69,Kayseri,Özel Bankacılık,Üniversite,Akademisyen,Kredi Kartı,82788,413349.46,885,920363.41,0,68,110,28
MUS0451,55,Kayseri,Bireysel,Lise,Emekli,İhtiyaç Kredisi,23786,129692.51,769,0,0,55,126,38
MUS0452,59,Antalya,Özel Bankacılık,Üniversite,Serbest Meslek,İhtiyaç Kredisi,183810,1325769.21,900,4031218.54,0,67,135,18
MUS0453,37,Gaziantep,KOBİ,Üniversite,Akademisyen,İhtiyaç Kredisi,57658,48778.93,651,1244102.78,0,87,176,50
MUS0454,41,İstanbul,Bireysel,İlkokul,Esnaf,Yatırım Hesabı,5000,38741.34,535,0,0,44,101,23
MUS0455,35,Adana,Bireysel,Lisansüstü,Serbest Meslek,Vadesiz Mevduat,73500,340070.1,712,2150212.07,0,100,70,0
MUS0456,32,Mersin,KOBİ,Üniversite,Çalışan,Yatırım Hesabı,104596,147961.24,900,0,0,100,148,10
MUS0457,24,Bursa,Bireysel,Lise,Emekli,Konut Kredisi,21131,125119.12,680,619523.5,0,100,67,16
MUS0458,43,Adana,Bireysel,Ortaokul,Çalışan,Kredi Kartı,190647,173397.05,625,0,0,42,111,63
MUS0459,44,Bursa,Özel Bankacılık,Üniversite,Akademisyen,Vadesiz Mevduat,143290,392035.02,728,203589.04,0,58,83,26
MUS0460,36,Konya,Bireysel,Üniversite,Çalışan,Yatırım Hesabı,23261,155520.98,612,1149939.79,0,64,79,15
MUS0461,26,Antalya,KOBİ,Lise,Memur,Vadesiz Mevduat,34889,184312.7,619,664838.12,1,68,84,33
MUS0462,39,İzmir,Bireysel,Ortaokul,Emekli,İhtiyaç Kredisi,5000,31189.04,490,121512.44,0,70,27,25
MUS0463,48,Ankara,Bireysel,Üniversite,Çalışan,Yatırım Hesabı,41700,250303.95,696,0,0,65,9,15
MUS0464,18,Ankara,Bireysel,Lise,Emekli,Vadesiz Mevduat,23137,63515.03,571,0,0,95,103,9
MUS0465,29,Ankara,Bireysel,Lisansüstü,Esnaf,Vadesiz Mevduat,53860,47709.99,657,0,0,83,122,22
MUS0466,39,İzmir,Bireysel,Üniversite,Memur,Vadesiz Mevduat,17850,99393.25,527,0,0,100,1,28
MUS0467,40,İzmir,Özel Bankacılık,Lise,Memur,Yatırım Hesabı,130323,475957.32,810,3863194.23,0,73,13,31
MUS0468,30,Antalya,KOBİ,Üniversite,Esnaf,Konut Kredisi,182703,428352.18,432,399251.61,0,97,61,14
MUS0469,49,Kayseri,Bireysel,Lise,Çalışan,İhtiyaç Kredisi,22534,162474.28,722,0,0,48,90,35
MUS0470,43,Gaziantep,Bireysel,Ortaokul,Memur,Vadesiz Mevduat,8116,13720.33,720,0,0,55,21,13
MUS0471,65,Konya,Bireysel,Üniversite,Akademisyen,Yatırım Hesabı,22275,110900.21,595,632851.77,0,64,64,39
MUS0472,41,Mersin,Bireysel,Lisansüstü,Çalışan,İhtiyaç Kredisi,51798,191179.89,700,965117.33,0,96,37,35
MUS0473,63,İzmir,Bireysel,Lisansüstü,Akademisyen,İhtiyaç Kredisi,47198,117366.72,569,0,0,77,1,14
MUS0474,35,İzmir,Bireysel,Lise,Serbest Meslek,Yatırım Hesabı,8420,35147.97,638,124035.55,0,90,71,20
MUS0475,59,Kayseri,KOBİ,İlkokul,Memur,Konut Kredisi,10963,56688.53,645,240298.61,0,33,83,28
MUS0476,35,Kayseri,Bireysel,Üniversite,Memur,Vadesiz Mevduat,233997,1831285.71,463,853659.37,1,65,18,43
MUS0477,34,Adana,KOBİ,Lise,Çalışan,İhtiyaç Kredisi,542574,921821.2,645,594826.6,0,84,94,42
MUS0478,38,İzmir,Bireysel,Ortaokul,Çalışan,İhtiyaç Kredisi,8589,53865.25,634,248314.01,0,68,25,10
MUS0479,49,Adana,KOBİ,Lisansüstü,Emekli,Kredi Kartı,128289,108387.3,788,2266797.69,0,82,21,19
MUS0480,44,Mersin,Bireysel,Ortaokul,Akademisyen,Yatırım Hesabı,15698,57196.7,677,0,0,43,64,11
MUS0481,34,Kayseri,KOBİ,Üniversite,Serbest Meslek,İhtiyaç Kredisi,70450,43108.04,634,0,0,76,1,24
MUS0482,30,İstanbul,Bireysel,Üniversite,Emekli,Kredi Kartı,18864,69418.86,583,515568.87,0,87,64,33
MUS0483,32,Antalya,KOBİ,Üniversite,Esnaf,Vadesiz Mevduat,61707,11432.25,645,1697159.96,0,100,53,20
MUS0484,41,Mersin,Bireysel,Üniversite,Akademisyen,Yatırım Hesabı,33675,93955.59,577,0,0,100,48,19
MUS0485,47,Ankara,KOBİ,Lise,Esnaf,Kredi Kartı,29509,194020.46,689,0,0,71,80,32
MUS0486,33,Kayseri,Bireysel,Lise,Esnaf,Yatırım Hesabı,19972,217.18,471,0,0,66,28,0
MUS0487,40,İzmir,Bireysel,Ortaokul,Serbest Meslek,İhtiyaç Kredisi,10161,29217.54,411,204307.68,0,78,115,18
MUS0488,38,Gaziantep,Bireysel,Ortaokul,Çalışan,Yatırım Hesabı,16244,85442.49,618,283945.35,0,67,82,9
MUS0489,57,Antalya,Bireysel,Lise,Akademisyen,İhtiyaç Kredisi,18089,82323.89,624,267416.97,0,73,6,37
MUS0490,38,İzmir,Bireysel,Üniversite,Emekli,İhtiyaç Kredisi,299200,1320875.28,556,0,0,73,38,30
MUS0491,35,Ankara,Bireysel,Lisansüstü,Akademisyen,Vadesiz Mevduat,28532,69644.44,563,231098.57,0,98,134,18
MUS0492,40,Konya,Bireysel,Üniversite,Memur,Vadesiz Mevduat,23956,46332.82,654,395215.26,0,92,18,34
MUS0493,49,Konya,Bireysel,Lisansüstü,Memur,Konut Kredisi,39236,188264.7,684,494513.64,0,87,89,27
MUS0494,49,Gaziantep,Bireysel,Üniversite,Memur,Yatırım Hesabı,35526,131229.79,617,406704.37,0,83,48,46
MUS0495,32,Mersin,Bireysel,Üniversite,Emekli,Yatırım Hesabı,30133,61109.45,609,598811.25,0,73,76,24
MUS0496,66,Ankara,Özel Bankacılık,Lise,Esnaf,Kredi Kartı,80717,478218.93,855,1914667.54,0,20,171,24
MUS0497,27,Konya,Özel Bankacılık,İlkokul,Emekli,Yatırım Hesabı,32163,295533.52,768,580977.73,0,70,32,11
MUS0498,55,İstanbul,Bireysel,Lise,Esnaf,Yatırım Hesabı,20118,87893.59,566,0,0,33,170,21
MUS0499,60,Adana,Bireysel,Lisansüstü,Çalışan,Konut Kredisi,51698,184839.66,804,1186551.94,0,100,94,18
MUS0500,20,İstanbul,Bireysel,Lisansüstü,Akademisyen,Kredi Kartı,73189,220970.69,520,1514209.1,1,81,160,26
MUS0501,37,Adana,Bireysel,Lisansüstü,Emekli,Yatırım Hesabı,63023,274033.85,541,0,0,97,73,24
MUS0502,45,Adana,Özel Bankacılık,Lise,Esnaf,Konut Kredisi,72182,663361.96,672,399076.73,0,69,210,23
MUS0503,25,Antalya,Bireysel,Üniversite,Emekli,Kredi Kartı,25774,31584.11,516,0,0,100,82,30
MUS0504,45,Kayseri,Bireysel,Üniversite,Çalışan,Kredi Kartı,288518,1824355.32,734,0,0,73,30,0
MUS0505,52,Adana,Bireysel,Lise,Emekli,Konut Kredisi,22518,35740.3,615,395275.08,0,57,31,19
MUS0506,54,Mersin,Bireysel,Üniversite,Akademisyen,Kredi Kartı,28703,153677.87,656,396586.83,0,90,1,24
MUS0507,18,Adana,Bireysel,Üniversite,Serbest Meslek,Vadesiz Mevduat,33756,197145.98,438,616350.2,0,100,52,24
MUS0508,56,İstanbul,Bireysel,Lisansüstü,Emekli,Konut Kredisi,38838,161012.84,625,0,0,93,94,16
MUS0509,44,Gaziantep,Bireysel,Lise,Esnaf,İhtiyaç Kredisi,18773,125603.99,583,319416.43,0,83,26,6
MUS0510,65,Adana,Bireysel,Üniversite,Memur,Vadesiz Mevduat,44183,187506.24,554,0,0,46,112,32
MUS0511,43,Mersin,Bireysel,Lise,Serbest Meslek,Kredi Kartı,16175,51621.4,661,0,0,69,30,37
MUS0512,28,Adana,Bireysel,Lise,Memur,Yatırım Hesabı,11037,26966.63,631,0,0,87,103,12
MUS0513,32,Bursa,Bireysel,Üniversite,Çalışan,Kredi Kartı,17940,120003.18,551,0,0,70,47,25
MUS0514,37,İstanbul,KOBİ,Üniversite,Memur,Kredi Kartı,45201,204561.29,717,0,0,95,1,13
MUS0515,50,İstanbul,Bireysel,Ortaokul,Memur,Yatırım Hesabı,14235,72561.84,628,0,0,72,83,22
MUS0516,42,Antalya,Bireysel,Üniversite,Çalışan,Yatırım Hesabı,35942,168856.37,675,723464.32,0,73,104,14
MUS0517,72,Adana,Bireysel,Üniversite,Akademisyen,Kredi Kartı,21062,171268.03,647,0,0,64,82,40
MUS0518,32,Adana,Bireysel,Lise,Emekli,Kredi Kartı,26058,62117.71,446,255586.72,1,78,139,20
MUS0519,48,Konya,Bireysel,Lise,Memur,İhtiyaç Kredisi,19900,26431.94,639,0,0,78,72,10
MUS0520,26,Adana,Bireysel,Üniversite,Emekli,İhtiyaç Kredisi,31948,54735.79,471,0,0,100,170,13
MUS0521,44,Gaziantep,Bireysel,Üniversite,Çalışan,Konut Kredisi,25407,93103.87,677,568357.49,0,58,86,9
MUS0522,48,Adana,KOBİ,Lise,Memur,Kredi Kartı,30884,140923.84,774,800039.25,0,59,66,20
MUS0523,50,Kayseri,Bireysel,Lise,Serbest Meslek,Konut Kredisi,17998,131517.69,617,47592.95,0,83,143,18
MUS0524,27,Antalya,KOBİ,Üniversite,Emekli,İhtiyaç Kredisi,80549,78086.36,795,0,0,94,163,14
MUS0525,46,Bursa,KOBİ,Üniversite,Esnaf,Yatırım Hesabı,33512,121233.48,535,0,0,73,100,24
MUS0526,23,Kayseri,Bireysel,İlkokul,Serbest Meslek,Yatırım Hesabı,9437,26261.29,521,0,0,47,51,28
MUS0527,39,Kayseri,KOBİ,Lise,Esnaf,Vadesiz Mevduat,38347,288737.11,787,0,0,48,36,35
MUS0528,33,Gaziantep,Bireysel,Ortaokul,Emekli,Kredi Kartı,61686,715548.77,658,134977.12,0,63,45,29
MUS0529,27,Bursa,Bireysel,Lise,Akademisyen,Yatırım Hesabı,19680,84483.48,508,0,0,81,48,25
MUS0530,47,Konya,Bireysel,Üniversite,Emekli,Kredi Kartı,34450,39123.27,678,101599.85,0,54,1,21
MUS0531,47,İzmir,Bireysel,Lise,Emekli,Yatırım Hesabı,11829,88437.96,493,75561.07,0,55,110,12
MUS0532,42,Antalya,KOBİ,Lise,Serbest Meslek,İhtiyaç Kredisi,65091,245226.59,590,0,0,78,128,0
MUS0533,59,Antalya,KOBİ,Lisansüstü,Esnaf,Konut Kredisi,114253,383460.73,785,0,0,39,2,32
MUS0534,33,Ankara,Bireysel,Üniversite,Çalışan,İhtiyaç Kredisi,32084,56921.43,590,431496.8,0,64,69,0
MUS0535,35,Ankara,Bireysel,Üniversite,Serbest Meslek,Konut Kredisi,21179,67648.76,584,0,0,82,21,12
MUS0536,43,Mersin,KOBİ,Ortaokul,Çalışan,Vadesiz Mevduat,18700,66755.75,707,0,0,71,97,31
MUS0537,53,Kayseri,Bireysel,Lise,Akademisyen,Vadesiz Mevduat,9556,19032.3,490,0,0,51,98,23
MUS0538,42,Bursa,KOBİ,Lise,Serbest Meslek,Kredi Kartı,50039,257044.86,720,876293.94,0,76,169,28
MUS0539,20,Gaziantep,Bireysel,Üniversite,Çalışan,Konut Kredisi,24602,86282.95,579,0,0,100,96,27
MUS0540,43,Gaziantep,Bireysel,Üniversite,Memur,İhtiyaç Kredisi,36173,112743.75,568,0,0,100,99,4
MUS0541,52,Kayseri,Özel Bankacılık,Üniversite,Esnaf,Kredi Kartı,149755,732645.33,816,4205755.79,0,73,46,31
MUS0542,60,Konya,Özel Bankacılık,Ortaokul,Memur,Yatırım Hesabı,76728,219026.38,606,1311178.41,0,49,72,22
MUS0543,35,Bursa,Bireysel,Üniversite,Memur,Kredi Kartı,24677,128070.8,614,553005.58,0,56,4,21
MUS0544,31,İstanbul,Bireysel,Üniversite,Emekli,Konut Kredisi,30022,76783.26,578,321633.5,1,100,1,27
MUS0545,24,Kayseri,KOBİ,Lise,Emekli,Vadesiz Mevduat,52295,257229.61,641,0,0,83,95,19
MUS0546,40,Bursa,Bireysel,Lise,Memur,İhtiyaç Kredisi,13392,50013.58,511,241624.66,0,84,46,14
MUS0547,28,Adana,Bireysel,Lise,Serbest Meslek,İhtiyaç Kredisi,20306,74733.13,425,0,0,82,62,4
MUS0548,57,Mersin,Özel Bankacılık,Üniversite,Esnaf,Kredi Kartı,147699,920178.39,799,0,0,72,95,24
MUS0549,18,Bursa,Bireysel,İlkokul,Esnaf,Konut Kredisi,8293,74136.32,438,54508.44,0,71,60,23
MUS0550,44,Mersin,Bireysel,Lise,Emekli,Konut Kredisi,9068,19725.82,672,0,0,65,84,12
MUS0551,50,Adana,Bireysel,Üniversite,Akademisyen,Vadesiz Mevduat,25800,32913.94,609,0,0,90,70,38
MUS0552,29,İstanbul,KOBİ,Ortaokul,Memur,İhtiyaç Kredisi,32707,195102.84,531,152943.82,0,83,31,51
MUS0553,54,Antalya,Bireysel,Üniversite,Akademisyen,Vadesiz Mevduat,37438,190175.87,506,799037.96,0,94,101,22
MUS0554,41,Gaziantep,Bireysel,Üniversite,Akademisyen,Konut Kredisi,24525,44095.49,683,639500.8,0,100,84,14
MUS0555,30,Bursa,Bireysel,Lise,Emekli,İhtiyaç Kredisi,12594,60654.94,513,168366.7,0,88,25,14
MUS0556,42,İstanbul,Bireysel,Lise,Memur,Yatırım Hesabı,16468,80002.8,718,0,0,65,1,23
MUS0557,36,Adana,Bireysel,Lisansüstü,Serbest Meslek,Konut Kredisi,41145,236844.06,644,1034625.02,0,99,56,0
MUS0558,30,Kayseri,Bireysel,Lise,Akademisyen,Kredi Kartı,23514,65123.74,494,632521.01,0,100,75,19
MUS0559,22,Adana,Bireysel,Üniversite,Serbest Meslek,Yatırım Hesabı,31431,141589.11,499,0,0,100,52,11
MUS0560,26,Mersin,Bireysel,Lise,Serbest Meslek,Yatırım Hesabı,24745,38112.33,561,396225.05,1,100,1,35
MUS0561,40,Konya,Özel Bankacılık,Üniversite,Serbest Meslek,Kredi Kartı,167969,1217640.7,861,2532826.14,0,100,165,38
MUS0562,30,Konya,Bireysel,Lisansüstü,Akademisyen,Vadesiz Mevduat,36089,3516.69,533,0,0,82,55,29
MUS0563,30,Ankara,Özel Bankacılık,Üniversite,Emekli,İhtiyaç Kredisi,85037,518354.43,676,1498447.6,0,100,37,35
MUS0564,41,Mersin,Özel Bankacılık,Lise,Çalışan,İhtiyaç Kredisi,89272,561717.9,762,0,0,84,66,10
MUS0565,55,Mersin,Bireysel,Üniversite,Memur,İhtiyaç Kredisi,47574,201034.79,609,1497552.3,0,66,47,17
MUS0566,61,İstanbul,KOBİ,Üniversite,Çalışan,Yatırım Hesabı,76146,299839.15,863,1351741.85,0,41,74,0
MUS0567,65,Bursa,KOBİ,Üniversite,Serbest Meslek,Vadesiz Mevduat,96336,230600.06,866,760798.43,0,69,57,33
MUS0568,43,Adana,Bireysel,Üniversite,Emekli,Vadesiz Mevduat,22770,84613.67,578,0,0,70,52,25
MUS0569,35,İstanbul,Bireysel,Üniversite,Akademisyen,Konut Kredisi,31418,188615.75,690,673750.67,0,94,71,20
MUS0570,46,İzmir,Bireysel,Lise,Emekli,Kredi Kartı,16911,88647.93,581,498954.86,0,64,138,18
MUS0571,58,Bursa,Bireysel,Lise,Çalışan,Yatırım Hesabı,15787,28813.74,698,0,0,43,2,33
MUS0572,28,Adana,Bireysel,İlkokul,Memur,Vadesiz Mevduat,10475,62719.53,588,0,0,55,126,20
MUS0573,40,Mersin,Bireysel,Lise,Emekli,İhtiyaç Kredisi,20665,52897.34,697,0,0,57,60,18
MUS0574,30,Kayseri,KOBİ,Üniversite,Esnaf,Yatırım Hesabı,30493,94637.03,507,216040.58,0,100,136,21
MUS0575,40,İstanbul,Bireysel,Ortaokul,Serbest Meslek,Kredi Kartı,14361,69043.16,573,210197.86,0,70,65,39
MUS0576,39,Kayseri,Bireysel,Lisansüstü,Çalışan,Yatırım Hesabı,34636,169370.83,578,0,0,70,36,33
MUS0577,35,İstanbul,Bireysel,Lise,Serbest Meslek,Kredi Kartı,27716,183446.66,560,425290.82,0,82,104,26
MUS0578,48,Gaziantep,Özel Bankacılık,Üniversite,Çalışan,İhtiyaç Kredisi,140817,676962.03,900,1447383.49,0,59,8,15
MUS0579,58,İzmir,Bireysel,Lise,Emekli,İhtiyaç Kredisi,19190,94258.8,637,291305.7,0,55,43,30
MUS0580,50,Bursa,KOBİ,Lise,Memur,İhtiyaç Kredisi,38517,282543.85,599,72977.24,0,58,79,16
MUS0581,47,Antalya,Bireysel,Üniversite,Esnaf,Vadesiz Mevduat,26667,156693.86,585,449413.72,0,37,1,8
MUS0582,38,İstanbul,Bireysel,Üniversite,Akademisyen,Kredi Kartı,25825,66173.76,565,0,0,74,36,25
MUS0583,24,Konya,Bireysel,Lisansüstü,Emekli,Yatırım Hesabı,45656,402121.0,477,0,0,96,81,38
MUS0584,49,Adana,Bireysel,Üniversite,Akademisyen,Vadesiz Mevduat,33090,204411.24,686,459411.53,0,100,188,23
MUS0585,38,İzmir,Özel Bankacılık,Üniversite,Esnaf,Yatırım Hesabı,106548,77204.88,635,0,0,78,1,21
MUS0586,33,Kayseri,Özel Bankacılık,Üniversite,Memur,Yatırım Hesabı,124070,544079.84,900,0,0,76,92,32
MUS0587,37,İstanbul,Bireysel,Lise,Emekli,Kredi Kartı,19892,105436.13,546,366260.88,0,66,63,29
MUS0588,43,Bursa,Bireysel,Lisansüstü,Akademisyen,Yatırım Hesabı,51060,66413.09,677,570831.42,0,100,69,22
MUS0589,46,Adana,Bireysel,İlkokul,Emekli,İhtiyaç Kredisi,10786,60969.71,528,0,0,72,75,21
MUS0590,55,İzmir,Bireysel,Üniversite,Çalışan,Vadesiz Mevduat,43123,164079.1,619,0,0,73,171,22
MUS0591,41,Antalya,Bireysel,İlkokul,Emekli,İhtiyaç Kredisi,5000,23558.41,601,74035.11,0,41,1,15
MUS0592,62,Gaziantep,Bireysel,Üniversite,Akademisyen,İhtiyaç Kredisi,46637,199390.82,641,1404047.17,0,66,96,10
MUS0593,42,Konya,Bireysel,Lise,Emekli,Vadesiz Mevduat,13934,74910.78,654,274179.4,0,40,73,44
MUS0594,57,Ankara,KOBİ,Üniversite,Esnaf,Yatırım Hesabı,122278,197566.2,761,2385419.51,0,71,117,16
MUS0595,31,İstanbul,Bireysel,Lise,Esnaf,Konut Kredisi,5000,21859.06,618,78316.23,0,81,1,43
MUS0596,36,İstanbul,Bireysel,Lise,Memur,Vadesiz Mevduat,13976,50915.87,627,0,0,64,87,11
MUS0597,42,Kayseri,Bireysel,Üniversite,Serbest Meslek,Konut Kredisi,19499,132599.8,582,0,0,60,74,31
MUS0598,53,Ankara,Bireysel,Ortaokul,Akademisyen,Yatırım Hesabı,15283,99073.13,539,196784.0,1,18,29,18
MUS0599,50,Bursa,Özel Bankacılık,Üniversite,Serbest Meslek,Vadesiz Mevduat,183702,549767.7,767,0,0,84,21,15
MUS0600,51,Gaziantep,Bireysel,Ortaokul,Emekli,Yatırım Hesabı,15871,47767.5,704,0,0,55,82,24
MUS0601,32,Bursa,KOBİ,Üniversite,Emekli,İhtiyaç Kredisi,29306,151921.04,578,0,0,68,127,14
MUS0602,47,Bursa,Bireysel,Üniversite,Memur,Yatırım Hesabı,106502,1487744.18,523,278238.15,0,67,62,30
MUS0603,44,Antalya,Özel Bankacılık,Lisansüstü,Memur,Kredi Kartı,331519,1296168.85,900,0,0,98,113,20
MUS0604,32,Antalya,KOBİ,Üniversite,Emekli,Yatırım Hesabı,121231,460272.47,762,2086030.42,0,76,141,23
MUS0605,50,Mersin,Özel Bankacılık,Ortaokul,Akademisyen,İhtiyaç Kredisi,55350,115632.1,597,629836.58,0,58,6,4
MUS0606,28,Gaziantep,Bireysel,Lise,Emekli,Vadesiz Mevduat,18151,81655.81,510,0,0,90,61,19
MUS0607,52,Mersin,KOBİ,Lise,Serbest Meslek,Vadesiz Mevduat,167234,1751945.14,574,0,0,50,124,37
MUS0608,55,İstanbul,Bireysel,Üniversite,Akademisyen,Vadesiz Mevduat,41393,143920.32,844,0,0,70,65,25
MUS0609,27,Ankara,KOBİ,Lise,Emekli,Yatırım Hesabı,56635,96228.0,599,1503483.24,0,80,131,25
MUS0610,42,Gaziantep,Bireysel,Ortaokul,Serbest Meslek,Vadesiz Mevduat,12518,74509.39,533,0,0,70,42,5
MUS0611,66,Konya,Özel Bankacılık,Lise,Memur,Kredi Kartı,130237,296055.35,900,4418753.68,0,35,48,17
MUS0612,35,Gaziantep,Bireysel,Lise,Akademisyen,Konut Kredisi,14864,76214.99,518,203999.99,0,84,97,1
MUS0613,38,İzmir,Özel Bankacılık,Lise,Emekli,İhtiyaç Kredisi,43386,141446.72,630,0,0,85,62,54
MUS0614,62,Adana,Bireysel,Üniversite,Emekli,İhtiyaç Kredisi,19723,45406.61,751,0,0,91,27,32
MUS0615,31,Kayseri,Bireysel,Üniversite,Emekli,Vadesiz Mevduat,268943,636536.54,518,0,0,86,38,60
MUS0616,42,İstanbul,Özel Bankacılık,Lisansüstü,Çalışan,Kredi Kartı,262242,1330134.3,900,0,0,53,76,44
MUS0617,29,İzmir,Bireysel,Lise,Memur,İhtiyaç Kredisi,24059,86418.24,543,0,0,83,63,18
MUS0618,45,Gaziantep,Bireysel,Ortaokul,Serbest Meslek,İhtiyaç Kredisi,11758,8013.95,556,136384.77,0,62,1,20
MUS0619,48,İzmir,Bireysel,Üniversite,Memur,İhtiyaç Kredisi,36743,50686.32,705,0,0,62,121,15
MUS0620,20,İzmir,Bireysel,Lise,Memur,Yatırım Hesabı,27228,106536.89,477,174333.71,0,100,56,19
MUS0621,47,Gaziantep,Bireysel,Üniversite,Serbest Meslek,Vadesiz Mevduat,17740,76744.34,629,100276.39,1,58,59,36
MUS0622,42,Antalya,Bireysel,Lise,Serbest Meslek,Vadesiz Mevduat,20272,69975.41,578,0,0,65,73,30
MUS0623,47,Gaziantep,KOBİ,Üniversite,Çalışan,İhtiyaç Kredisi,57866,0,663,841239.08,0,98,123,31
MUS0624,54,İstanbul,Bireysel,Lise,Serbest Meslek,İhtiyaç Kredisi,24664,131506.68,676,402115.55,0,75,131,36
MUS0625,41,Kayseri,Bireysel,Lisansüstü,Çalışan,İhtiyaç Kredisi,58307,129718.53,561,1755882.04,0,88,25,26
MUS0626,57,Konya,Bireysel,Ortaokul,Memur,Kredi Kartı,12317,28176.9,698,0,0,28,19,22
MUS0627,48,Ankara,Bireysel,Lise,Çalışan,Konut Kredisi,19804,83420.33,538,344201.9,0,96,87,26
MUS0628,28,Antalya,Bireysel,Lise,Esnaf,Kredi Kartı,20351,56376.35,511,214100.68,0,90,86,21
MUS0629,45,Bursa,Bireysel,Üniversite,Esnaf,Vadesiz Mevduat,33504,72128.8,694,0,0,83,168,16
MUS0630,32,Konya,Bireysel,Ortaokul,Serbest Meslek,Vadesiz Mevduat,19071,33526.6,572,242172.36,0,85,70,17
MUS0631,28,İzmir,Bireysel,Lisansüstü,Serbest Meslek,Kredi Kartı,53223,237177.64,563,0,0,87,39,31
MUS0632,39,İstanbul,Bireysel,Lisansüstü,Akademisyen,İhtiyaç Kredisi,78265,364372.19,713,1113236.09,0,100,1,19
MUS0633,51,Ankara,KOBİ,Lisansüstü,Emekli,Konut Kredisi,114048,628893.96,900,495472.72,0,72,1,32
MUS0634,57,Kayseri,KOBİ,Üniversite,Esnaf,Kredi Kartı,79808,214223.48,690,0,0,91,42,21
MUS0635,31,İzmir,Bireysel,Üniversite,Çalışan,Vadesiz Mevduat,33515,37184.57,582,0,0,100,160,13
MUS0636,28,Mersin,Bireysel,Ortaokul,Serbest Meslek,Kredi Kartı,197975,989996.88,615,544556.0,0,59,159,23
MUS0637,32,Konya,KOBİ,Üniversite,Emekli,İhtiyaç Kredisi,75848,125305.02,654,0,0,95,91,15
MUS0638,45,Gaziantep,Bireysel,Lise,Akademisyen,İhtiyaç Kredisi,12407,20804.64,739,141251.5,0,71,54,49
MUS0639,44,Mersin,KOBİ,Lisansüstü,Memur,İhtiyaç Kredisi,55287,216919.65,585,243988.93,0,76,64,40
MUS0640,18,Konya,KOBİ,Lise,Akademisyen,İhtiyaç Kredisi,51098,209121.96,612,0,0,100,63,44
MUS0641,48,Bursa,Bireysel,İlkokul,Emekli,Vadesiz Mevduat,8134,11425.18,680,0,0,34,46,58
MUS0642,32,Bursa,Özel Bankacılık,Üniversite,Emekli,Vadesiz Mevduat,168732,254582.47,900,0,0,100,119,45
MUS0643,53,Ankara,Bireysel,Üniversite,Serbest Meslek,Yatırım Hesabı,194343,891536.09,731,0,0,76,47,19
MUS0644,46,Mersin,Bireysel,Üniversite,Memur,Yatırım Hesabı,19043,118413.23,654,0,0,89,49,28
